unique_id,model,long_accuracy,long_precision,long_recall,long_signal_rate,rows
AAPL,AutoARIMA,0.475,0.5,0.47619047619047616,0.5,120
AAPL,AutoETS,0.5166666666666667,0.5862068965517241,0.2698412698412698,0.24166666666666667,120
AAPL,AutoTheta,0.5333333333333333,0.6296296296296297,0.2698412698412698,0.225,120
AAPL,AutoRegressive,0.475,0.5,0.47619047619047616,0.5,120
BMW.DE,AutoARIMA,0.49166666666666664,0.410958904109589,0.625,0.6083333333333333,120
BMW.DE,AutoETS,0.39166666666666666,0.37623762376237624,0.7916666666666666,0.8416666666666667,120
BMW.DE,AutoTheta,0.38333333333333336,0.37,0.7708333333333334,0.8333333333333334,120
BMW.DE,AutoRegressive,0.49166666666666664,0.410958904109589,0.625,0.6083333333333333,120
