feature,importance_mean,importance_std,rank
prior_down_context,0.17996738437833465,0.006420629763508134,1
realized_vol_10,0.0071390433426616,0.0014373148399250148,2
drawdown_from_high_20,0.0055983150109516185,0.004791045545915319,3
close_position_in_range,0.004041033023016313,0.008098688403255156,4
atr_pct_change_5,0.0032604695724011727,0.007316698348843519,5
slope_pct_50,0.0028769713201093868,0.014905178534926697,6
log_return_1,0.002337201381416296,0.001396764556399981,7
atr_pct,0.002108607757938791,0.0010139211343031505,8
green_streak,0.002060755763543462,0.0017455066051702305,9
dist_to_high_atr_80,0.0020563751419316405,0.007433161126239298,10
log_return_sum_2,0.001276639733230947,0.0004884913668753137,11
log_return_sum_20,0.0011934177433784525,0.003648672128274785,12
slope_pct_80,0.0010310584832650654,0.0012345425822175658,13
atr,0.0006468114891977434,0.00045150382931529045,14
realized_vol_2,0.0006095456737734678,0.00045317343267915023,15
volume_ratio_20,0.0005697884064347375,0.004185504719432676,16
obv_slope_20,0.0001558210252937592,0.00025050083883090016,17
log_return_sum_3,0.00014706788142648252,0.0002759889750322479,18
dist_to_high_atr_20,0.00014168388974704625,0.0008088889206777793,19
body_to_range,0.00010170846077671158,0.0003131931541575263,20
drawdown_from_high_50,1.6330235251632575e-06,0.0006358527712267232,21
macd_signal,-3.462548006162858e-05,0.0004149677275210803,22
upper_wick_to_range,-0.00022808007377129736,0.0011936076507271622,23
lower_wick_to_range,-0.00023438587422206224,0.0006249161957651934,24
dist_to_low_atr_80,-0.00024488353858143075,0.0008902888522253808,25
gap_pct,-0.0007122068756260814,0.001228813490804534,26
dist_to_low_atr_50,-0.0007612004633729047,0.0027420262598791883,27
stoch_k_14,-0.0009417158561640909,0.003989500242335732,28
rebound_from_low_50,-0.0012334851574340388,0.001479003364126487,29
rebound_from_low_80,-0.0013360204719062602,0.001647835848955054,30
log_return_sum_5,-0.0014998035554287053,0.003009456028754359,31
rebound_from_low_20,-0.001877178582160896,0.001345248625087375,32
realized_vol_3,-0.003664234270181821,0.0011834074681818536,33
dist_to_low_atr_20,-0.003788610167434062,0.0032215392637998637,34
rsi_14,-0.003884456351332946,0.0057201907460255694,35
rsi_7,-0.004502754362030367,0.005086274024824285,36
macd_line,-0.0047900117414509166,0.005777516395636771,37
stoch_d_3,-0.006482074979017674,0.01046436975360094,38
dist_to_high_atr_50,-0.0075818678109657615,0.014010682386296132,39
realized_vol_5,-0.010161524415837264,0.0031210124438538706,40
range_pct_50,-0.011747378526534635,0.0099415051106829,41
volume_z_20,-0.011963160448882909,0.010186713301622682,42
log_return_sum_10,-0.012002780014170378,0.004808634089372622,43
log_volume,-0.012374587852893765,0.004090522153377325,44
bollinger_z_80,-0.01265063595334472,0.012606904137294237,45
macd_hist,-0.014674647215363868,0.0035658469047020265,46
bollinger_z_20,-0.01679963133936395,0.018122900344998485,47
range_pct_20,-0.026737118529388593,0.009094279965035887,48
body_pct,-0.028200244266765817,0.010654991129219485,49
bollinger_z_50,-0.0299068066642063,0.01687645671756767,50
realized_vol_20,-0.03008517223586319,0.01116267593082977,51
range_pct_80,-0.031566289958478023,0.017179057160569597,52
drawdown_from_high_80,-0.03909260869151787,0.013433389682146383,53
slope_pct_20,-0.04496681417225403,0.01996763719064541,54
