model,test_average_precision,test_roc_auc,test_brier,test_balanced_accuracy_050,test_precision_050,test_recall_050,test_positive_rate,test_accuracy_050,cv_average_precision,cv_roc_auc
boosting,0.25722121663727604,0.9301756358945521,0.056346591860632275,0.7875582972248867,0.30392156862745096,0.6326530612244898,0.03819173811379579,0.9306313328137179,0.693533581973327,0.9803922948566551
logistic,0.24941468305776052,0.945589256772401,0.07398516492316029,0.9072453941057785,0.29931972789115646,0.8979591836734694,0.03819173811379579,0.9158222915042868,0.616229582787725,0.9564285696212552
random_forest,0.2620555815613347,0.9480038368669996,0.0742358433583673,0.9546191247974067,0.30434782608695654,1.0,0.03819173811379579,0.9127045985970382,0.7556324394035473,0.9867145123517413
