EntryBarIdx,EntryDate,EntryPrice,ReversalProbability,SignalThreshold,TargetPrice,StopPrice,RiskReward,OutcomeKnown,OutcomeLabel,HitBarIdx,HitDate,HitType,ShapeHint,TopDrivers
105,2026-05-08 10:35:00+03:00,308.25,0.9849548641725925,0.7474230017852201,310.92857142857144,306.64285714285717,1.666666666666702,True,1.0,140.0,2026-05-08 13:30:00+03:00,target,ML Bullish Reversal,macd_line=-1.547 z=-3.20 | obv_slope_20=-21.63 z=-24.45 | drawdown_from_high_80=2.143 z=1.85 | drawdown_from_high_50=2.143 z=2.36 | range_pct_20=2.65 z=2.89 | slope_pct_20=-0.144 z=-4.46
211,2026-05-11 11:20:00+03:00,308.0,0.9670711461020801,0.7474230017852201,309.17857142857144,307.29285714285714,1.6666666666666934,True,1.0,213.0,2026-05-11 11:30:00+03:00,target,ML Double Bottom-like,drawdown_from_high_80=2.145 z=1.85 | drawdown_from_high_50=2.145 z=2.37 | macd_line=-0.703 z=-1.42 | dist_to_high_atr_50=11.45 z=2.52 | rsi_14=36.69 z=-0.92 | log_return_sum_20=-0.009693 z=-1.52
265,2026-05-11 15:50:00+03:00,306.25,0.9075700314205895,0.7474230017852201,307.17857142857144,305.6928571428571,1.6666666666666328,True,1.0,266.0,2026-05-11 15:55:00+03:00,target,ML Double Bottom-like,drawdown_from_high_80=2.235 z=1.99 | bollinger_z_50=-5.677 z=-3.02 | rsi_14=19.98 z=-2.15 | bollinger_z_80=-2.576 z=-1.27 | dist_to_low_atr_80=0 z=-0.76 | dist_to_low_atr_50=0 z=-0.85
611,2026-05-15 12:20:00+03:00,300.25,0.981926251544871,0.7474230017852201,301.39285714285717,299.5642857142857,1.666666666666639,True,1.0,629.0,2026-05-15 13:50:00+03:00,target,ML Double Bottom-like,drawdown_from_high_80=2.595 z=2.52 | drawdown_from_high_50=2.119 z=2.33 | macd_line=-0.8548 z=-1.74 | dist_to_high_atr_50=11.38 z=2.49 | rsi_14=31.68 z=-1.29 | range_pct_80=2.872 z=0.97
646,2026-05-15 15:15:00+03:00,300.0,0.9223852680497626,0.7474230017852201,300.7142857142857,299.57142857142856,1.6666666666666226,True,1.0,659.0,2026-05-15 16:20:00+03:00,target,ML Double Bottom-like,drawdown_from_high_80=2.121 z=1.82 | rsi_14=38.02 z=-0.82 | bollinger_z_50=-1.131 z=-0.52 | dist_to_low_atr_80=1.4 z=-0.47 | slope_pct_80=-0.02492 z=-1.56 | macd_line=-0.1575 z=-0.26
780,2026-05-20 10:15:00+03:00,293.5,0.9919819865218565,0.7474230017852201,295.75,292.15,1.6666666666666385,True,1.0,791.0,2026-05-20 11:10:00+03:00,target,ML Double Bottom-like,drawdown_from_high_80=2.492 z=2.37 | drawdown_from_high_50=2.492 z=2.93 | macd_line=-1.404 z=-2.90 | range_pct_20=2.616 z=2.83 | slope_pct_20=-0.1245 z=-3.84 | rsi_14=35.37 z=-1.02
863,2026-05-20 17:10:00+03:00,291.0,0.9383003685021785,0.7474230017852201,292.7857142857143,289.92857142857144,1.6666666666666843,True,1.0,864.0,2026-05-20 17:15:00+03:00,target,ML Bullish Reversal,drawdown_from_high_80=2.02 z=1.67 | drawdown_from_high_50=2.02 z=2.16 | macd_line=-0.9117 z=-1.86 | rsi_14=27.81 z=-1.58 | bollinger_z_80=-3.037 z=-1.52 | bollinger_z_50=-2.388 z=-1.21
922,2026-05-21 14:00:00+03:00,286.25,0.778533406577425,0.7474230017852201,287.5357142857143,285.47857142857146,1.6666666666667158,True,0.0,942.0,2026-05-21 15:40:00+03:00,stop,ML Double Bottom-like,drawdown_from_high_80=4.663 z=5.57 | drawdown_from_high_50=3.212 z=4.10 | dist_to_high_atr_50=14.78 z=3.55 | range_pct_80=4.902 z=2.77 | macd_line=-0.6708 z=-1.35 | rsi_14=30.53 z=-1.37
961,2026-05-21 17:15:00+03:00,280.25,0.9448643921670603,0.7474230017852201,282.67857142857144,278.79285714285714,1.6666666666666796,True,0.0,962.0,2026-05-21 17:25:00+03:00,stop,ML Double Bottom-like,drawdown_from_high_80=3.362 z=3.65 | drawdown_from_high_50=2.944 z=3.66 | macd_line=-1.009 z=-2.07 | rsi_14=20.53 z=-2.11 | bollinger_z_50=-3.625 z=-1.89 | bollinger_z_80=-3.736 z=-1.89
1277,2026-06-01 17:00:00+03:00,292.0,0.9950889028377031,0.7474230017852201,294.5,290.5,1.6666666666666667,True,1.0,1289.0,2026-06-02 09:55:00+03:00,target,ML Bullish Reversal,drawdown_from_high_80=2.504 z=2.38 | macd_line=-1.524 z=-3.15 | drawdown_from_high_50=2.096 z=2.29 | rsi_14=25.13 z=-1.77 | range_pct_20=2.455 z=2.58 | slope_pct_20=-0.1377 z=-4.26
