unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
BMW.DE,PECNet,1.1266898059878738,1.512004155568689,1.5142381541173784,0.9745831567016436,110,,,,
