feature,importance_mean,importance_std,rank
volatility_compression_20_80,0.029879697172414475,0.004034820668068948,1
range_pct_50,0.028692337954729898,0.0024820180451981585,2
slope_pct_80,0.023116427145091302,0.006088074160649807,3
atr_pct,0.02094845609799869,0.004620014748867585,4
log_return_sum_40,0.018371008792120103,0.004345486798474438,5
log_return_sum_80,0.017775199420667187,0.0070304125114568055,6
range_pct_80,0.017717479878170028,0.008243644093420202,7
bollinger_z_80,0.015992176614300302,0.001997649747066993,8
atr,0.009098819913021684,0.0027532789736747286,9
hmm_state_prob_1,0.008994348202461633,0.0023767170080104005,10
slope_pct_50,0.008268837250406658,0.003846995912152589,11
realized_vol_80,0.007990492468606858,0.007327304467446421,12
rebound_from_low_50,0.006031683059308968,0.0006901425005652234,13
down_volume_share_20,0.0055634902279116496,0.0009503978155425243,14
range_pct_20,0.005312477281295069,0.0021575952962471,15
stoch_d_3,0.004213172020381695,0.0009216916573150703,16
drawdown_from_high_50,0.0035811666435795254,0.0021515136688812094,17
up_volume_share_20,0.002963858568119182,0.0006922157884444096,18
range_compression_20_80,0.0028006512120818173,0.0009559129064100928,19
drawdown_from_high_20,0.0026720925373354466,0.0015567621235267224,20
realized_vol_5,0.0017261956514204035,0.0012008160715636605,21
obv_slope_20,0.001587751323711517,0.002125583471379197,22
slope_pct_20,0.0015488172469629192,0.001354884661120447,23
macd_line,0.0015262513821129088,0.0015733603345408223,24
log_return_sum_5,0.001491144630891461,0.00020914596638471448,25
dist_to_low_atr_20,0.001418613142389047,0.0008028329249163031,26
reclaim_from_low_atr_13,0.0014103706819655892,0.0008196957131568247,27
reclaim_from_low_atr_21,0.001403099771439087,0.00021937747142550138,28
rebound_from_low_20,0.0012564363506191833,0.00029556379844635714,29
bollinger_z_20,0.001153237271272123,0.0002656187167856736,30
break_above_prior_high_atr_21,0.0009923981219515543,0.0003162117637094033,31
break_above_prior_high_atr_5,0.0007551926057746793,0.00042338420630862633,32
macd_hist,0.0006291177075578247,0.0009780175259473658,33
dist_to_high_atr_20,0.0006154858691341802,0.00042432649542661297,34
rsi_14,0.0005944714368426585,0.00042882476089232583,35
volatility_expansion_5_20,0.0005246232475838886,0.0005380900155531909,36
realized_vol_2,0.0004940496843514053,0.0005531375634743269,37
short_turn_score_5,0.00042832608221927694,0.00012244961787135646,38
gap_pct,0.0004103611679853625,0.00031739778862075726,39
green_streak,0.00037418911702722377,6.750310583701346e-05,40
body_to_range,0.00035935068626140597,0.00011513976842066592,41
log_return_sum_20,0.0002212680782964549,0.0008223277780506862,42
short_turn_score_13,0.00017951044370707604,0.00018541162093975346,43
close_position_in_range,0.00013834283890961084,7.390539794127594e-05,44
short_turn_score_8,0.00013279452278560643,0.00013198268281211094,45
realized_vol_20,0.00010341630403909452,0.005574027305188806,46
upper_wick_to_range,9.101468146333058e-05,0.00019518832471083177,47
log_return_sum_3,1.9804904654940893e-05,0.0007425624093993231,48
lower_wick_to_range,1.6388883110263207e-05,6.0782230815953666e-05,49
volume_z_20,-1.0289512730876637e-05,0.0003459176678735637,50
stoch_k_14,-2.3009556368980278e-05,7.377806658160783e-05,51
realized_vol_3,-3.433679955557878e-05,0.0002345257075196188,52
reclaim_from_low_atr_8,-6.978636581320697e-05,2.5878316019285554e-05,53
volume_ratio_20,-0.00018581321288853038,0.00020320114161741183,54
low_range_position_5,-0.00021969387537539297,9.435992746122267e-05,55
log_return_sum_2,-0.00023509715205303206,0.000686377066644229,56
low_range_position_13,-0.000247394303861892,0.00010062723652320902,57
log_return_1,-0.000358759830459654,0.0004369414367794187,58
low_range_position_21,-0.00037901781346134645,0.0001879366764241889,59
log_volume,-0.00047336246804101644,0.00038871125716371884,60
short_turn_score_21,-0.0005647232809870894,0.0003071431854158058,61
macd_signal,-0.0006351102704577283,0.001483174044409394,62
break_above_prior_high_atr_8,-0.00069297174584253,0.0007056011733653066,63
body_pct,-0.0006975261084654738,0.000739424966203701,64
atr_pct_change_5,-0.0008564194998345487,0.0005343845615206764,65
hmm_state,-0.000872362430259499,0.00017538132401024526,66
reclaim_from_low_atr_5,-0.001078018556111382,0.0007881744521222765,67
dist_to_low_atr_50,-0.0010815207705518804,0.000754904009146219,68
drawdown_from_high_80,-0.0012454828895305692,0.0027418122014838168,69
break_above_prior_high_atr_13,-0.0014508023391591519,0.00022726784854192457,70
log_return_sum_10,-0.0017878056383287654,0.0015846836781016295,71
prior_down_context,-0.002242910545247212,0.00038202447089876184,72
dist_to_high_atr_50,-0.002854263745724639,0.002802859573314173,73
rsi_7,-0.0030852211519434513,0.0010415393187875337,74
low_range_position_8,-0.003797087764703622,0.0005350435360498735,75
realized_vol_10,-0.003811023177196282,0.002151778469800236,76
volume_expansion_5_20,-0.004397645796074312,0.0010350105561639919,77
bollinger_z_50,-0.004565310687815227,0.0029270346087730825,78
realized_vol_40,-0.00624360992711428,0.0026732373715804636,79
dist_to_low_atr_80,-0.007879554141973676,0.0023933485558438857,80
hmm_state_prob_3,-0.010115421168458382,0.005190137567485526,81
hmm_state_prob_0,-0.01050580547310993,0.0010562717189964846,82
dist_to_high_atr_80,-0.011976906607573445,0.003358534357423678,83
hmm_state_prob_2,-0.021219258471738268,0.002224266616701926,84
rebound_from_low_80,-0.025296917591349267,0.0029788355316856877,85
