unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
BMW.DE,PECNet,1.2646998250819665,1.6275919804484908,1.6975424952580465,0.9705485470876836,110,,,,
