feature,importance_mean,importance_std,rank
drawdown_from_high_80,1.5299148676560157,0.04859272253133316,1
atr_pct,0.7417119979721635,0.016257394378699937,2
atr,0.4315643343239282,0.014611864805166963,3
dist_to_high_atr_80,0.40722703725737874,0.01766210460593377,4
dist_to_low_atr_80,0.3800047323463152,0.012995762744427996,5
rebound_from_low_80,0.3564004094875523,0.020606594634239715,6
rebound_from_low_50,0.340426730669659,0.011333130131328197,7
dist_to_low_atr_50,0.3238593106877591,0.015474043806936512,8
slope_pct_80,0.22085459408508984,0.011769728551610027,9
dist_to_low_atr_20,0.187227950634569,0.010814352475644827,10
rebound_from_low_20,0.1377990194694234,0.010573924012863252,11
hmm_state_prob_1,0.1282529489394997,0.010625498428997127,12
bollinger_z_80,0.10638777627502352,0.010308800311834747,13
drawdown_from_high_20,0.10432917272630986,0.00995029834416878,14
range_pct_80,0.09991543653156305,0.009440204453638709,15
log_return_sum_80,0.08275565674277055,0.009458377811677311,16
range_compression_20_80,0.07018895562127596,0.008120845543904028,17
drawdown_from_high_50,0.059300882251748344,0.009684265207830053,18
range_pct_20,0.05637224958728437,0.004330059194988519,19
reclaim_from_low_atr_5,0.043023762647510774,0.0049354098521121196,20
reclaim_from_low_atr_21,0.042724115428581524,0.005659347036614603,21
short_turn_score_5,0.03771267114104308,0.004740813250756258,22
realized_vol_40,0.03500188018531496,0.003533459802321272,23
short_turn_score_21,0.026799181055979095,0.0038509893503244283,24
hmm_state_prob_3,0.02101422910805708,0.001750689907588071,25
slope_pct_50,0.02082467985907179,0.0033475653523436406,26
reclaim_from_low_atr_13,0.01964371347724323,0.002826420833770979,27
prior_down_context,0.01697593638146282,0.004999737273466068,28
low_range_position_21,0.015776314551712113,0.003656741340950918,29
short_turn_score_13,0.014806602579750727,0.004261371848424354,30
body_to_range,0.011521989084425921,0.002918976716993886,31
lower_wick_to_range,0.01148569643604389,0.0034584547070459874,32
log_volume,0.01125395268863003,0.0047054873749870895,33
slope_pct_20,0.010907909009812445,0.0018259228134825947,34
log_return_sum_40,0.01006672891661715,0.002981952401796598,35
break_above_prior_high_atr_8,0.008271754933296304,0.002385779252393011,36
volatility_compression_20_80,0.007859719579330338,0.0033851482717360895,37
hmm_state_prob_0,0.007376272216389701,0.003870903346907198,38
short_turn_score_8,0.007016495598927963,0.0031389874233204653,39
range_pct_50,0.006973855247777716,0.0009077280289870816,40
volume_ratio_20,0.006366497866645759,0.0018079374142381793,41
bollinger_z_50,0.005620146539092197,0.00439628711813957,42
volatility_expansion_5_20,0.005561515429739284,0.0012316742651536888,43
break_above_prior_high_atr_21,0.005117317189677828,0.0027231717147428495,44
upper_wick_to_range,0.005018962112640279,0.0028123142452926137,45
log_return_sum_10,0.004053871744568105,0.0013450004085080339,46
reclaim_from_low_atr_8,0.00304481177452125,0.0008278502419717679,47
hmm_state,0.002632973643958403,0.0010632877941554196,48
macd_signal,0.0022879854642685604,0.0021319530719340844,49
log_return_sum_5,0.002249943020961398,0.0014633741767032119,50
close_position_in_range,0.0022338214572666494,0.0020612087476393013,51
break_above_prior_high_atr_13,0.0020278491249089425,0.0019378017268606692,52
stoch_k_14,0.001882729511363257,0.0009480765419987667,53
realized_vol_5,0.0015130283212348773,0.0015970555583553361,54
realized_vol_20,0.0013628550123528037,0.0028224064304695645,55
dist_to_high_atr_20,0.001238297348779871,0.0021609541662805745,56
rsi_14,0.0012359887656207436,0.00046597642636272285,57
realized_vol_10,0.0011760779814222523,0.0017409103618891445,58
atr_pct_change_5,0.0010690105996468357,0.00025326341113670003,59
log_return_1,0.001020649989781064,0.0004953206218891667,60
up_volume_share_20,0.0009837816932683151,0.0003842101216645863,61
down_volume_share_20,0.0009837816932636966,0.0003842101216629809,62
macd_line,0.0009667015862863338,0.0024457406864835498,63
low_range_position_13,0.0009356516647008207,0.001765519665729179,64
rsi_7,0.0007390457688905228,0.00030356235341078187,65
volume_z_20,0.0005156446895943967,0.0002979080603188334,66
log_return_sum_2,0.00015162215839312765,0.00019954366437795065,67
realized_vol_2,6.273578176507755e-07,1.4502814206267144e-05,68
log_return_sum_3,-6.003683867095155e-05,0.0001131887723191392,69
low_range_position_5,-8.32602302506924e-05,8.922775086791947e-05,70
green_streak,-0.0001021593695680334,0.0006499620327608775,71
obv_slope_20,-0.00022104266072342504,9.225867135002116e-05,72
body_pct,-0.00023738280383460707,0.0005998018206472664,73
realized_vol_3,-0.0003623746292575003,0.0012471075786100565,74
low_range_position_8,-0.0004354723661837756,0.0006293154715233803,75
volume_expansion_5_20,-0.0004893241494286383,0.0009116336906558672,76
gap_pct,-0.0005343724731926569,0.0002841220838425521,77
break_above_prior_high_atr_5,-0.0005560699412175074,0.0011167731995648678,78
stoch_d_3,-0.0007113155387268311,0.0006853156073084125,79
bollinger_z_20,-0.0009937628469504078,0.00031022299618177414,80
hmm_state_prob_2,-0.0016119498309261626,0.00045201324481053363,81
macd_hist,-0.0020031014814454683,0.00332142340058053,82
realized_vol_80,-0.003302169754770867,0.0014986143930739956,83
dist_to_high_atr_50,-0.00445808719894365,0.003062795282232365,84
log_return_sum_20,-0.005532397535977851,0.001772972071364572,85
