Date,ForecastScore,ReturnForecastPct
2026-05-07 09:55:00+03:00,0.047563853724657504,-1.0594244633207526
2026-05-07 10:00:00+03:00,0.542510718528066,0.460891088586765
2026-05-07 10:05:00+03:00,0.5794778060950457,0.5329736064299836
2026-05-07 10:10:00+03:00,0.6497335341609837,0.6756442440865673
2026-05-07 10:15:00+03:00,0.4183825276849858,0.22095899356148335
2026-05-07 10:20:00+03:00,0.5930924453370677,0.5599173173871753
2026-05-07 10:25:00+03:00,0.39350042816787734,0.17142182485561763
2026-05-07 10:30:00+03:00,0.38166847239090257,0.14749417166334647
2026-05-07 10:35:00+03:00,0.6608355989137952,0.6992366102641313
2026-05-07 10:40:00+03:00,0.7212293771074963,0.8353360928016674
2026-05-07 10:45:00+03:00,0.5604925256071158,0.4957894663607182
2026-05-07 10:50:00+03:00,0.5622066333364144,0.4991307769587715
2026-05-07 10:55:00+03:00,0.5313820714687039,0.43940641197806596
2026-05-07 11:00:00+03:00,0.48939440919194616,0.3587097841056788
2026-05-07 11:05:00+03:00,0.6788731275146057,0.7383929747666895
2026-05-07 11:10:00+03:00,0.5579073766467516,0.4907555258428944
2026-05-07 11:15:00+03:00,0.6888095437629005,0.7604540376444184
2026-05-07 11:20:00+03:00,0.6670325193801524,0.7125677086078348
2026-05-07 11:25:00+03:00,0.5333693799102814,0.4432380175593448
2026-05-07 11:30:00+03:00,0.5627677709179193,0.5002252277175208
2026-05-07 11:35:00+03:00,0.6556554292718879,0.6881836573916573
2026-05-07 11:40:00+03:00,0.5167223035213762,0.4111930444298424
2026-05-07 11:45:00+03:00,0.35130130135143867,0.08468695601092416
2026-05-07 11:50:00+03:00,0.3326475000437898,0.04489071811167315
2026-05-07 11:55:00+03:00,0.3369373351097016,0.0541364751236692
2026-05-07 12:00:00+03:00,0.35720554846854546,0.09707566779116025
2026-05-07 12:05:00+03:00,0.2020117981201325,-0.2803167289580961
2026-05-07 12:10:00+03:00,0.2119079785610589,-0.2513710790198902
2026-05-07 12:15:00+03:00,0.17141864889524314,-0.3771967573168292
2026-05-07 12:20:00+03:00,0.23734335802915046,-0.1812147682933816
2026-05-07 12:25:00+03:00,0.15874163068722558,-0.4213626908509822
2026-05-07 12:30:00+03:00,0.2217248560548908,-0.22361825290157952
2026-05-07 12:35:00+03:00,0.17738278377440464,-0.35731314023493366
2026-05-07 12:40:00+03:00,0.2326441314501353,-0.1937619653470036
2026-05-07 12:45:00+03:00,0.21833730011014948,-0.23309288206700604
2026-05-07 12:50:00+03:00,0.2304378413621986,-0.19971374505544112
2026-05-07 12:55:00+03:00,0.22795871604475892,-0.20644937208359163
2026-05-07 13:00:00+03:00,0.20331168745570083,-0.2764555187983877
2026-05-07 13:05:00+03:00,0.21584423661735372,-0.24013356220026597
2026-05-07 13:10:00+03:00,0.22291016465101007,-0.22032756654652932
2026-05-07 13:15:00+03:00,0.294769322204442,-0.03963362191251474
2026-05-07 13:20:00+03:00,0.2574557679135303,-0.1293446200097832
2026-05-07 13:25:00+03:00,0.27272906234738353,-0.09170671965309826
2026-05-07 13:30:00+03:00,0.2807929005897727,-0.07236884264541266
2026-05-07 13:35:00+03:00,0.27548426869653125,-0.08506019299227704
2026-05-07 13:40:00+03:00,0.28562111786179,-0.06095249221334362
2026-05-07 13:45:00+03:00,0.27506969056446917,-0.086057651250766
2026-05-07 13:50:00+03:00,0.22687377947371018,-0.20941330363229035
2026-05-07 13:55:00+03:00,0.2455582951117338,-0.15968423227532516
2026-05-07 14:00:00+03:00,0.1719779657418078,-0.3753090533554839
2026-05-07 14:05:00+03:00,0.20990821097341278,-0.25713863121045233
2026-05-07 14:10:00+03:00,0.19662446912882775,-0.296520586616821
2026-05-07 14:15:00+03:00,0.195973343717018,-0.2985015787859433
2026-05-07 14:20:00+03:00,0.1680221388183569,-0.3887663180977021
2026-05-07 14:25:00+03:00,0.3063502719956321,-0.01318923531388451
2026-05-07 14:30:00+03:00,0.30290115647401505,-0.021004726526562656
2026-05-07 14:35:00+03:00,0.29167137197635773,-0.04680874873581603
2026-05-07 14:40:00+03:00,0.30044532549655023,-0.02660017677266588
2026-05-07 14:45:00+03:00,0.36521562170426763,0.11373900413683342
2026-05-07 14:50:00+03:00,0.26149822607838524,-0.11924639297296952
2026-05-07 14:55:00+03:00,0.358311528296345,0.09938607934670411
2026-05-07 15:00:00+03:00,0.31482768910245806,0.0058149740230179076
2026-05-07 15:05:00+03:00,0.4337894367257809,0.25120304327134524
2026-05-07 15:10:00+03:00,0.41400846471666014,0.21231820016547714
2026-05-07 15:15:00+03:00,0.34582193379832954,0.07310413153868353
2026-05-07 15:20:00+03:00,0.2313020606214774,-0.1973776668396783
2026-05-07 15:25:00+03:00,0.24073203367483234,-0.1722727326084628
2026-05-07 15:30:00+03:00,0.2426548523608398,-0.16723702302420726
2026-05-07 15:35:00+03:00,0.18619332279536865,-0.3288769185581282
2026-05-07 15:40:00+03:00,0.2226267243356736,-0.2211133227176765
2026-05-07 15:45:00+03:00,0.18678536644116175,-0.32700379259060186
2026-05-07 15:50:00+03:00,0.3098762040425632,-0.005250298305268783
2026-05-07 15:55:00+03:00,0.29260342910563547,-0.04464534829914926
2026-05-07 16:00:00+03:00,0.3252397073713835,0.02878232019190588
2026-05-07 16:05:00+03:00,0.2845075965878673,-0.06357501517084024
2026-05-07 16:10:00+03:00,0.33082041264442325,0.0409347657602917
2026-05-07 16:15:00+03:00,0.23069811466498236,-0.19900955377963428
2026-05-07 16:20:00+03:00,0.2879860147097657,-0.055403033946216484
2026-05-07 16:25:00+03:00,0.3198378943742106,0.01691613833767927
2026-05-07 16:30:00+03:00,0.12943390134878724,-0.5357689611176097
2026-05-07 16:35:00+03:00,0.21057329586033222,-0.25521600005556044
2026-05-07 16:40:00+03:00,0.19545051667566765,-0.30009584026980674
2026-05-07 16:45:00+03:00,0.17045330891663343,-0.38046632200504593
2026-05-07 16:50:00+03:00,0.12509261001620134,-0.5545318515748706
2026-05-07 16:55:00+03:00,0.10547416976549251,-0.6470562237552218
2026-05-07 17:00:00+03:00,0.18484963393357756,-0.33314523567023246
2026-05-07 17:05:00+03:00,0.13462406143009903,-0.5140276762090061
2026-05-07 17:10:00+03:00,0.07923777018528856,-0.7982145025023367
2026-05-07 17:15:00+03:00,0.12403568000356194,-0.5591840835830881
2026-05-07 17:20:00+03:00,0.0675590354249334,-0.8807989386102584
2026-05-07 17:25:00+03:00,0.20320174657775425,-0.2767813750971734
2026-05-07 17:30:00+03:00,0.23932530742332442,-0.17597425573191347
2026-05-07 17:35:00+03:00,0.20973624632310556,-0.2576364750356892
2026-05-07 17:40:00+03:00,0.2156487731002363,-0.24068805476831037
2026-05-07 17:45:00+03:00,0.2106411232450677,-0.25502017470449223
2026-05-07 17:50:00+03:00,0.1978525749593461,-0.2927976220640863
2026-05-07 17:55:00+03:00,0.2287729004836298,-0.20423163097599709
