Date,boosting_probability,logistic_probability,random_forest_probability
2026-05-07 09:55:00+03:00,2.8640836333190354e-05,2.5008220377771217e-08,0.006052420218582991
2026-05-07 10:00:00+03:00,1.586063238174674e-05,2.712586606281391e-06,0.0014932157862111717
2026-05-07 10:05:00+03:00,1.6495143545643444e-05,3.489108420927342e-07,0.0
2026-05-07 10:10:00+03:00,1.8837764235620997e-05,2.14297332233889e-07,0.0014932157862111717
2026-05-07 10:15:00+03:00,1.8837764235620997e-05,6.47121563689135e-08,0.0
2026-05-07 10:20:00+03:00,2.3882471104349073e-05,8.518191378633255e-07,0.0
2026-05-07 10:25:00+03:00,2.7421278696532378e-05,3.373382765712367e-08,0.0
2026-05-07 10:30:00+03:00,1.6204077893068226e-05,3.039739177171877e-07,0.0
2026-05-07 10:35:00+03:00,2.2428618557187668e-05,1.106752631995205e-06,0.0
2026-05-07 10:40:00+03:00,2.1553817476837696e-05,5.135594381474965e-06,0.0008893280632411064
2026-05-07 10:45:00+03:00,1.9753269991394322e-05,6.572577521645378e-07,0.0
2026-05-07 10:50:00+03:00,1.619730930872592e-05,2.9789529739968423e-06,0.0008893280632411064
2026-05-07 10:55:00+03:00,1.6204077893068226e-05,3.963829595804623e-07,0.0008893280632411064
2026-05-07 11:00:00+03:00,1.6347578830138833e-05,2.843610352776767e-06,0.0014932157862111717
2026-05-07 11:05:00+03:00,1.619730930872592e-05,9.101729659089373e-06,0.0
2026-05-07 11:10:00+03:00,1.6204077893068226e-05,1.8897957322902054e-06,0.0
2026-05-07 11:15:00+03:00,2.2428618557187668e-05,4.305717900216027e-06,0.0
2026-05-07 11:20:00+03:00,1.9745018907900834e-05,5.165038947779227e-06,0.0023140815363423893
2026-05-07 11:25:00+03:00,1.6204077893068226e-05,2.8227509615943813e-07,0.0
2026-05-07 11:30:00+03:00,2.1422407374290957e-05,1.4848139000842181e-06,0.0011473869407013474
2026-05-07 11:35:00+03:00,1.7305885317889004e-05,1.3401045627883115e-05,0.0011473869407013474
2026-05-07 11:40:00+03:00,1.6644229088557334e-05,8.144378217248063e-06,0.0
2026-05-07 11:45:00+03:00,2.183897854661725e-05,1.7256342857977803e-06,0.0
2026-05-07 11:50:00+03:00,2.249435907680622e-05,5.580617990273149e-06,0.0
2026-05-07 11:55:00+03:00,2.8837518922490636e-05,0.0011727668353482214,0.0
2026-05-07 12:00:00+03:00,1.795917691587141e-05,0.002497750451553821,0.0
2026-05-07 12:05:00+03:00,3.1771098206498934e-05,0.0005970747051530214,0.0
2026-05-07 12:10:00+03:00,4.1686824461801896e-05,9.537586940916571e-05,0.0
2026-05-07 12:15:00+03:00,1.625447756105476e-05,0.0006974690641398794,0.0
2026-05-07 12:20:00+03:00,1.8772218198481875e-05,0.0002637639697298595,0.0
2026-05-07 12:25:00+03:00,2.127244136793512e-05,0.0001471829262966905,0.0009722222222222222
2026-05-07 12:30:00+03:00,1.5446760352864422e-05,5.838746178192864e-05,0.0
2026-05-07 12:35:00+03:00,1.8902476065956523e-05,3.384389726596449e-05,0.0
2026-05-07 12:40:00+03:00,1.5739605778329466e-05,0.00012460494136390946,0.0
2026-05-07 12:45:00+03:00,2.309682791033817e-05,2.1900339103860162e-05,0.003967667860071168
2026-05-07 12:50:00+03:00,1.832037618692678e-05,3.3157628759765026e-05,0.0009722222222222222
2026-05-07 12:55:00+03:00,1.832037618692678e-05,1.271044895745066e-05,0.0
2026-05-07 13:00:00+03:00,4.692971807144371e-05,6.267872658059156e-05,0.008486693663717905
2026-05-07 13:05:00+03:00,3.026454278468354e-05,1.435463114581637e-05,0.004479686535100842
2026-05-07 13:10:00+03:00,1.7263062389936798e-05,2.3201729998755934e-06,0.0
2026-05-07 13:15:00+03:00,2.4540499516283624e-05,4.1536679718321054e-05,0.0
2026-05-07 13:20:00+03:00,2.9722317220148652e-05,0.0003118536991316962,0.008095471967440503
2026-05-07 13:25:00+03:00,2.0321430401728557e-05,1.872710434018755e-05,0.002134194053208138
2026-05-07 13:30:00+03:00,2.0321430401728557e-05,0.00012778500403320497,0.004093026150063083
2026-05-07 13:35:00+03:00,6.76600458311332e-05,7.51224420781426e-05,0.022575992499017043
2026-05-07 13:40:00+03:00,2.7150130069687706e-05,8.082405312209243e-05,0.003120803927840861
2026-05-07 13:45:00+03:00,1.9608547470487163e-05,4.0325947490409574e-05,0.0019588320968549457
2026-05-07 13:50:00+03:00,1.9903680651184445e-05,0.00023142207912527099,0.002896890178564977
2026-05-07 13:55:00+03:00,2.0020102922277673e-05,7.661115133102006e-05,0.0
2026-05-07 14:00:00+03:00,3.185372733810438e-05,8.10104457188411e-05,0.0
2026-05-07 14:05:00+03:00,2.160252315821535e-05,0.0003973589392449646,0.0
2026-05-07 14:10:00+03:00,2.335874566219906e-05,0.00046491565044595864,0.0
2026-05-07 14:15:00+03:00,3.107725853212155e-05,0.00170239851784678,0.0
2026-05-07 14:20:00+03:00,2.0284440296731387e-05,0.00017658509683924592,0.0
2026-05-07 14:25:00+03:00,2.1147807988689606e-05,5.967485221182206e-06,0.0
2026-05-07 14:30:00+03:00,2.1147807988689606e-05,9.641188689801627e-06,0.0
2026-05-07 14:35:00+03:00,1.81152646111194e-05,7.57224989892221e-06,0.0
2026-05-07 14:40:00+03:00,1.81152646111194e-05,1.162840413939415e-05,0.0
2026-05-07 14:45:00+03:00,2.0588563573932086e-05,4.3098584903877615e-06,0.0
2026-05-07 14:50:00+03:00,2.065398186616085e-05,4.0720620767595676e-05,0.0010892431692604045
2026-05-07 14:55:00+03:00,3.004324525772437e-05,6.810032681391054e-05,0.0
2026-05-07 15:00:00+03:00,1.6942956040766794e-05,7.768394484879083e-06,0.0
2026-05-07 15:05:00+03:00,2.318336217042968e-05,0.00014412849529420182,0.0
2026-05-07 15:10:00+03:00,1.6942956040766794e-05,5.844417549818024e-06,0.0
2026-05-07 15:15:00+03:00,1.7645619463435203e-05,3.083453453680713e-05,0.0
2026-05-07 15:20:00+03:00,1.626719443137564e-05,1.2089374617778533e-06,0.0
2026-05-07 15:25:00+03:00,2.0367767796598615e-05,1.7583857348153084e-09,0.0010892431692604045
2026-05-07 15:30:00+03:00,2.0123532902801277e-05,1.5564411285014462e-08,0.0
2026-05-07 15:35:00+03:00,1.9943283191795326e-05,7.035445954267018e-09,0.0
2026-05-07 15:40:00+03:00,1.6204077893068226e-05,4.391665990006556e-09,0.0
2026-05-07 15:45:00+03:00,2.0679354599190187e-05,1.0093531835140716e-08,0.0
2026-05-07 15:50:00+03:00,1.6204077893068226e-05,1.3991419159660294e-07,0.0
2026-05-07 15:55:00+03:00,1.9753269991394322e-05,9.530864187211922e-08,0.0
2026-05-07 16:00:00+03:00,2.010808670392355e-05,8.430443137447853e-08,0.0
2026-05-07 16:05:00+03:00,1.6204077893068226e-05,3.144503340732942e-08,0.0
2026-05-07 16:10:00+03:00,1.6204077893068226e-05,8.628197859156817e-08,0.0
2026-05-07 16:15:00+03:00,1.7066401747102086e-05,1.5123175982795804e-07,0.0
2026-05-07 16:20:00+03:00,1.6204077893068226e-05,1.221499228335926e-07,0.0
2026-05-07 16:25:00+03:00,1.907359390513663e-05,3.8972176605087574e-07,0.0
2026-05-07 16:30:00+03:00,1.828940757659617e-05,1.0697970346124266e-06,0.0
2026-05-07 16:35:00+03:00,1.812565448403669e-05,1.044443472650605e-05,0.0
2026-05-07 16:40:00+03:00,1.530477117015448e-05,6.804656965219228e-06,0.0
2026-05-07 16:45:00+03:00,2.441245129289245e-05,3.05469859423647e-06,0.0
2026-05-07 16:50:00+03:00,2.3902129546923755e-05,9.98512533843253e-06,0.0
2026-05-07 16:55:00+03:00,1.636486470362494e-05,4.570222763522294e-06,0.0
2026-05-07 17:00:00+03:00,1.7242126190335317e-05,2.116725368270119e-05,0.0
2026-05-07 17:05:00+03:00,1.5937827795053567e-05,5.985602238980759e-06,0.0
2026-05-07 17:10:00+03:00,1.7660953345771613e-05,2.9337539399259765e-06,0.0
2026-05-07 17:15:00+03:00,2.0123532902801277e-05,3.511919363933666e-06,0.0
2026-05-07 17:20:00+03:00,2.0367767796598615e-05,2.482818664578975e-07,0.0010892431692604045
2026-05-07 17:25:00+03:00,1.8293445522985277e-05,6.7745335052468415e-06,0.0
2026-05-07 17:30:00+03:00,1.9753269991394322e-05,1.9135709531847635e-06,0.0
2026-05-07 17:35:00+03:00,2.1562824407983853e-05,1.1760691344034944e-06,0.0
2026-05-07 17:40:00+03:00,1.907359390513663e-05,4.0478566703878864e-06,0.0
2026-05-07 17:45:00+03:00,2.1317959922897432e-05,1.4275743939334255e-06,0.0039965277457180825
2026-05-07 17:50:00+03:00,1.6495143545643444e-05,2.5730366071435847e-07,0.0
2026-05-07 17:55:00+03:00,1.8362263381028285e-05,7.425030159274838e-08,0.0
