unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
BMW.DE,PECNet,,,,,110,0.44545454545454544,0.37142857142857144,0.6046511627906976,0.6363636363636364
