unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
BMW.DE,PECNet,1.113923461212442,1.5445989760690348,1.4983501351606359,0.9734755048207727,110,,,,
