feature,importance_mean,importance_std,rank
prior_down_context,0.1855696695720646,0.01880445019192146,1
slope_pct_20,0.01642257844037021,0.005370936681860064,2
lower_wick_to_range,0.008759867476308705,0.008310496801190965,3
range_pct_80,0.005642381380706029,0.012834147526927998,4
log_return_sum_2,0.001445050698117145,0.0031224276304566,5
atr_pct_change_5,0.0010919549513022987,0.0009314470361727787,6
realized_vol_5,0.0009500007600270089,0.0009293874404926229,7
dist_to_high_atr_20,0.0009054072523843216,0.00029972738115808563,8
realized_vol_3,0.0008182642499990789,0.00020794191795895503,9
range_pct_20,0.0006404165159017983,0.0006896034810840393,10
log_return_sum_5,0.00033566110453051576,1.7543859649127302e-05,11
log_return_sum_3,0.00010322479335957979,0.00021236430555384347,12
stoch_k_14,9.935394179428902e-05,0.00010685500496443389,13
dist_to_high_atr_80,7.200574316016395e-05,0.0001446796529746597,14
atr,6.878160298146586e-05,9.49776395834096e-05,15
atr_pct,6.838761061235821e-05,0.0003709946531495743,16
slope_pct_80,1.7691552150955746e-05,0.00021989857747927466,17
dist_to_low_atr_20,4.688765571758679e-06,4.977622197650836e-05,18
log_volume,0.0,0.0,19
volume_z_20,0.0,0.0,20
log_return_sum_10,0.0,0.0,21
slope_pct_50,0.0,0.0,22
body_pct,0.0,0.0,23
body_to_range,0.0,0.0,24
dist_to_low_atr_50,0.0,0.0,25
upper_wick_to_range,0.0,0.0,26
bollinger_z_20,0.0,0.0,27
green_streak,0.0,0.0,28
rebound_from_low_20,0.0,0.0,29
drawdown_from_high_20,0.0,0.0,30
dist_to_low_atr_80,0.0,0.0,31
macd_hist,0.0,0.0,32
close_position_in_range,0.0,0.0,33
gap_pct,0.0,0.0,34
log_return_1,0.0,0.0,35
volume_ratio_20,-3.45274693100639e-05,4.052238707414576e-05,36
log_return_sum_20,-7.437440041984655e-05,7.623943194430241e-05,37
realized_vol_2,-0.00019652330792477302,0.00028925817499528576,38
dist_to_high_atr_50,-0.00023978972087687622,0.0003747338147625117,39
rebound_from_low_50,-0.0003088228121764125,0.00016373283611713265,40
realized_vol_10,-0.0005077518801723413,0.00042488203861742226,41
rsi_7,-0.0010139634632570504,0.00041152865538284503,42
stoch_d_3,-0.0010645194682297743,0.0004400853119405106,43
rebound_from_low_80,-0.0011758241163949857,0.0014225193681882,44
bollinger_z_80,-0.001407880480980589,0.0005037265741494689,45
bollinger_z_50,-0.0020559922359190295,0.002761546563219114,46
drawdown_from_high_50,-0.005279592497928548,0.0027749992542381884,47
obv_slope_20,-0.006154377173003739,0.0019306619771744587,48
macd_signal,-0.012305714322169075,0.01418642784193668,49
macd_line,-0.013548445799037596,0.011370567376323637,50
drawdown_from_high_80,-0.01450761623662164,0.0040941191884218365,51
rsi_14,-0.015925277108263185,0.0180357960449564,52
range_pct_50,-0.018151778430744402,0.00914677541983482,53
realized_vol_20,-0.05260320300567628,0.024796770178436376,54
