unique_id,model,mae,rmse,mape,r2,rows
AAPL,Ridge,9.10582817340978,10.710176603417807,3.1797638101714023,0.768798474557157,120
AAPL,RandomForest,15.208654524427349,20.994493512774376,5.084855257612872,0.11160064479520404,120
AAPL,LightGBM,18.904708895095368,24.921715818509472,6.354717886065875,-0.25185292928844416,120
AAPL,XGBoost,31.211330540974934,37.239697313623324,10.633492344770815,-1.795179584751466,120
AAPL,CatBoost,24.52650705798171,31.72941842699009,8.266288243176568,-1.0291850538855156,120
BMW.DE,Ridge,3.3554211151914544,4.074767702296549,4.733614116463481,0.8290168234093908,120
BMW.DE,RandomForest,1.6027768418734913,2.0966819466563584,2.162345251000843,0.9547297615055589,120
BMW.DE,LightGBM,2.988559185031342,3.7838189143307495,4.261694573568605,0.8525623640864338,120
BMW.DE,XGBoost,4.152031262715657,5.17085488623146,5.721486059135963,0.7246580581395804,120
BMW.DE,CatBoost,2.235393344437992,2.6844519812027436,3.03434433772685,0.9257905948082805,120
