unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
BMW.DE,PECNet,1.7741716550876432,2.187206696653162,2.437557703219755,0.9468142490382468,110,,,,
