Sembol Sayısı,İndirilemeyen Sembol,Toplam Giriş Sinyali,Toplam Tamamlanan W,Toplam Ücret TL,Ortalama Sembol Win Rate %,Başlangıç Sermayesi,Bitiş Özsermayesi,Net Kâr,Toplam Getiri %,CAGR %,Maksimum Drawdown %,Sharpe,Sortino,Calmar,En Düşük Özsermaye,Likidasyon Riski,Drawdown Süresi (mum),Kapalı İşlem,Kazanan İşlem,Kaybeden İşlem,Win Rate %,Profit Factor,Expectancy TL,Toplam Trade PnL,Ortalama Kazanç TL,Ortalama Kayıp TL,Payoff Ratio,En İyi İşlem TL,En Kötü İşlem TL,Ortalama İşlem Getirisi (Teminat) %,En İyi İşlem Getirisi (Teminat) %,En Kötü İşlem Getirisi (Teminat) %,Maks. Ardışık Kazanç,Maks. Ardışık Kayıp
10,0,3,3,3004.8977200569643,66.66666666666667,1000000.0,1004889.8253341268,4889.825334126828,0.48898253341267406,2.214443176742731,-0.9392451315988648,0.8014780289557225,0.47982610831230754,2.3576839551705877,998737.5133888151,False,38,3,2,1,66.66666666666666,1.5606050341226096,1629.9417780422664,4889.825334126799,6806.116220809357,-8722.407107491916,0.7803025170613048,9475.634199961554,-8722.407107491916,0.16299417780422662,0.9475634199961555,-0.8722407107491916,2,1
