Symbol,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
BIMAS.IS,0,0,1363.1423182620283,2026-07-06 10:00:00+03:00,366.43312499999996,499.5004995004274,2026-07-07 11:00:00+03:00,374.125,509.98561981978133,9475.634199961554,0.01897021966832303,Long,Closed,0
KCHOL.IS,0,0,2566.842540172071,2026-07-01 10:45:00+03:00,194.59725,499.5004995004274,2026-07-01 13:15:00+03:00,196.5999984741211,504.6412394811383,4136.59824165716,0.008281469679797633,Long,Closed,0
ISCTR.IS,0,0,38081.68475497916,2026-07-22 17:00:00+03:00,13.116554656505585,499.5004995004274,2026-07-24 18:00:00+03:00,12.9135400762558,491.7693622547629,-8722.407107491916,-0.017462259029198814,Long,Closed,0
