date,CombinedEquity
2026-05-06 15:00:00+03:00,1000000.0
2026-05-06 15:15:00+03:00,1000000.0
2026-05-06 15:30:00+03:00,1000000.0
2026-05-06 15:45:00+03:00,1000000.0
2026-05-06 16:00:00+03:00,1000000.0
2026-05-06 16:15:00+03:00,1000000.0
2026-05-06 16:30:00+03:00,1000000.0
2026-05-06 16:45:00+03:00,1000000.0
2026-05-06 17:00:00+03:00,1000000.0
2026-05-06 17:15:00+03:00,1000000.0
2026-05-06 17:30:00+03:00,1000000.0
2026-05-06 17:45:00+03:00,1000000.0
2026-05-07 09:45:00+03:00,1000000.0
2026-05-07 10:00:00+03:00,1000000.0
2026-05-07 10:15:00+03:00,1000000.0
2026-05-07 10:30:00+03:00,1000000.0
2026-05-07 10:45:00+03:00,1000000.0
2026-05-07 11:00:00+03:00,1000000.0
2026-05-07 11:15:00+03:00,1000000.0
2026-05-07 11:30:00+03:00,1000000.0
2026-05-07 11:45:00+03:00,1000000.0
2026-05-07 12:00:00+03:00,1000000.0
2026-05-07 12:15:00+03:00,1000000.0
2026-05-07 12:30:00+03:00,1000000.0
2026-05-07 12:45:00+03:00,1000000.0
2026-05-07 13:00:00+03:00,1000000.0
2026-05-07 13:15:00+03:00,1000000.0
2026-05-07 13:30:00+03:00,1000000.0
2026-05-07 13:45:00+03:00,1000000.0
2026-05-07 14:00:00+03:00,1000000.0
2026-05-07 14:15:00+03:00,1000000.0
2026-05-07 14:30:00+03:00,1000000.0
2026-05-07 14:45:00+03:00,1000000.0
2026-05-07 15:00:00+03:00,1000000.0
2026-05-07 15:15:00+03:00,1000000.0
2026-05-07 15:30:00+03:00,1000000.0
2026-05-07 15:45:00+03:00,1000000.0
2026-05-07 16:00:00+03:00,1000000.0
2026-05-07 16:15:00+03:00,1000000.0
2026-05-07 16:30:00+03:00,1000000.0
2026-05-07 16:45:00+03:00,1000000.0
2026-05-07 17:00:00+03:00,1000000.0
2026-05-07 17:15:00+03:00,1000000.0
2026-05-07 17:30:00+03:00,1000000.0
2026-05-07 17:45:00+03:00,1000000.0
2026-05-08 09:45:00+03:00,1000000.0
2026-05-08 10:00:00+03:00,1000000.0
2026-05-08 10:15:00+03:00,1000000.0
2026-05-08 10:30:00+03:00,1000000.0
2026-05-08 10:45:00+03:00,1000000.0
2026-05-08 11:00:00+03:00,1000000.0
2026-05-08 11:15:00+03:00,1000000.0
2026-05-08 11:30:00+03:00,1000000.0
2026-05-08 11:45:00+03:00,1000000.0
2026-05-08 12:00:00+03:00,1000000.0
2026-05-08 12:15:00+03:00,1000000.0
2026-05-08 12:30:00+03:00,1000000.0
2026-05-08 12:45:00+03:00,1000000.0
2026-05-08 13:00:00+03:00,1000000.0
2026-05-08 13:15:00+03:00,1000000.0
2026-05-08 13:30:00+03:00,1000000.0
2026-05-08 13:45:00+03:00,1000000.0
2026-05-08 14:00:00+03:00,1000000.0
2026-05-08 14:15:00+03:00,1000000.0
2026-05-08 14:30:00+03:00,1000000.0
2026-05-08 14:45:00+03:00,1000000.0
2026-05-08 15:00:00+03:00,1000000.0
2026-05-08 15:15:00+03:00,1000000.0
2026-05-08 15:30:00+03:00,1000000.0
2026-05-08 15:45:00+03:00,1000000.0
2026-05-08 16:00:00+03:00,1000000.0
2026-05-08 16:15:00+03:00,1000000.0
2026-05-08 16:30:00+03:00,1000000.0
2026-05-08 16:45:00+03:00,1000000.0
2026-05-08 17:00:00+03:00,1000000.0
2026-05-08 17:15:00+03:00,1000000.0
2026-05-08 17:30:00+03:00,1000000.0
2026-05-08 17:45:00+03:00,1000000.0
2026-05-11 09:45:00+03:00,1000000.0
2026-05-11 10:00:00+03:00,1000000.0
2026-05-11 10:15:00+03:00,1000000.0
2026-05-11 10:30:00+03:00,1000000.0
2026-05-11 10:45:00+03:00,1000000.0
2026-05-11 11:00:00+03:00,1000000.0
2026-05-11 11:15:00+03:00,1000000.0
2026-05-11 11:30:00+03:00,1000000.0
2026-05-11 11:45:00+03:00,1000000.0
2026-05-11 12:00:00+03:00,1000000.0
2026-05-11 12:15:00+03:00,1000000.0
2026-05-11 12:30:00+03:00,1000000.0
2026-05-11 12:45:00+03:00,1000000.0
2026-05-11 13:00:00+03:00,1000000.0
2026-05-11 13:15:00+03:00,1000000.0
2026-05-11 13:30:00+03:00,1000000.0
2026-05-11 13:45:00+03:00,1000000.0
2026-05-11 14:00:00+03:00,1000000.0
2026-05-11 14:15:00+03:00,1000000.0
2026-05-11 14:30:00+03:00,1000000.0
2026-05-11 14:45:00+03:00,1000000.0
2026-05-11 15:00:00+03:00,1000000.0
2026-05-11 15:15:00+03:00,1000000.0
2026-05-11 15:30:00+03:00,1000000.0
2026-05-11 15:45:00+03:00,1000000.0
2026-05-11 16:00:00+03:00,1000000.0
2026-05-11 16:15:00+03:00,1000000.0
2026-05-11 16:30:00+03:00,1000000.0
2026-05-11 16:45:00+03:00,1000000.0
2026-05-11 17:00:00+03:00,1000000.0
2026-05-11 17:15:00+03:00,1000000.0
2026-05-11 17:30:00+03:00,1000000.0
2026-05-11 17:45:00+03:00,1000000.0
2026-05-12 09:45:00+03:00,1000000.0
2026-05-12 10:00:00+03:00,1000000.0
2026-05-12 10:15:00+03:00,1000000.0
2026-05-12 10:30:00+03:00,1000000.0
2026-05-12 10:45:00+03:00,1000000.0
2026-05-12 11:00:00+03:00,1000000.0
2026-05-12 11:15:00+03:00,1000000.0
2026-05-12 11:30:00+03:00,1000000.0
2026-05-12 11:45:00+03:00,1000000.0
2026-05-12 12:00:00+03:00,1000000.0
2026-05-12 12:15:00+03:00,1000000.0
2026-05-12 12:30:00+03:00,1000000.0
2026-05-12 12:45:00+03:00,1000000.0
2026-05-12 13:00:00+03:00,1000000.0
2026-05-12 13:15:00+03:00,1000000.0
2026-05-12 13:30:00+03:00,1000000.0
2026-05-12 13:45:00+03:00,1000000.0
2026-05-12 14:00:00+03:00,1000000.0
2026-05-12 14:15:00+03:00,1000000.0
2026-05-12 14:30:00+03:00,1000000.0
2026-05-12 14:45:00+03:00,1000000.0
2026-05-12 15:00:00+03:00,1000000.0
2026-05-12 15:15:00+03:00,1000000.0
2026-05-12 15:30:00+03:00,1000000.0
2026-05-12 15:45:00+03:00,1000000.0
2026-05-12 16:00:00+03:00,1000000.0
2026-05-12 16:15:00+03:00,1000000.0
2026-05-12 16:30:00+03:00,1000000.0
2026-05-12 16:45:00+03:00,1000000.0
2026-05-12 17:00:00+03:00,1000000.0
2026-05-12 17:15:00+03:00,1000000.0
2026-05-12 17:30:00+03:00,1000000.0
2026-05-12 17:45:00+03:00,1000000.0
2026-05-13 09:45:00+03:00,1000000.0
2026-05-13 10:00:00+03:00,1000000.0
2026-05-13 10:15:00+03:00,1000000.0
2026-05-13 10:30:00+03:00,1000000.0
2026-05-13 10:45:00+03:00,1000000.0
2026-05-13 11:00:00+03:00,1000000.0
2026-05-13 11:15:00+03:00,1000000.0
2026-05-13 11:30:00+03:00,1000000.0
2026-05-13 11:45:00+03:00,1000000.0
2026-05-13 12:00:00+03:00,1000000.0
2026-05-13 12:15:00+03:00,1000000.0
2026-05-13 12:30:00+03:00,1000000.0
2026-05-13 12:45:00+03:00,1000000.0
2026-05-13 13:00:00+03:00,1000000.0
2026-05-13 13:15:00+03:00,1000000.0
2026-05-13 13:30:00+03:00,1000000.0
2026-05-13 13:45:00+03:00,1000000.0
2026-05-13 14:00:00+03:00,1000000.0
2026-05-13 14:15:00+03:00,1000000.0
2026-05-13 14:30:00+03:00,1000000.0
2026-05-13 14:45:00+03:00,1000000.0
2026-05-13 15:00:00+03:00,1000000.0
2026-05-13 15:15:00+03:00,1000000.0
2026-05-13 15:30:00+03:00,1000000.0
2026-05-13 15:45:00+03:00,1000000.0
2026-05-13 16:00:00+03:00,1000000.0
2026-05-13 16:15:00+03:00,1000000.0
2026-05-13 16:30:00+03:00,1000000.0
2026-05-13 16:45:00+03:00,1000000.0
2026-05-13 17:00:00+03:00,1000000.0
2026-05-13 17:15:00+03:00,1000000.0
2026-05-13 17:30:00+03:00,1000000.0
2026-05-13 17:45:00+03:00,1000000.0
2026-05-14 09:45:00+03:00,1000000.0
2026-05-14 10:00:00+03:00,1000000.0
2026-05-14 10:15:00+03:00,1000000.0
2026-05-14 10:30:00+03:00,1000000.0
2026-05-14 10:45:00+03:00,1000000.0
2026-05-14 11:00:00+03:00,1000000.0
2026-05-14 11:15:00+03:00,1000000.0
2026-05-14 11:30:00+03:00,1000000.0
2026-05-14 11:45:00+03:00,1000000.0
2026-05-14 12:00:00+03:00,1000000.0
2026-05-14 12:15:00+03:00,1000000.0
2026-05-14 12:30:00+03:00,1000000.0
2026-05-14 12:45:00+03:00,1000000.0
2026-05-14 13:00:00+03:00,1000000.0
2026-05-14 13:15:00+03:00,1000000.0
2026-05-14 13:30:00+03:00,1000000.0
2026-05-14 13:45:00+03:00,1000000.0
2026-05-14 14:00:00+03:00,1000000.0
2026-05-14 14:15:00+03:00,1000000.0
2026-05-14 14:30:00+03:00,1000000.0
2026-05-14 14:45:00+03:00,1000000.0
2026-05-14 15:00:00+03:00,1000000.0
2026-05-14 15:15:00+03:00,1000000.0
2026-05-14 15:30:00+03:00,1000000.0
2026-05-14 15:45:00+03:00,1000000.0
2026-05-14 16:00:00+03:00,1000000.0
2026-05-14 16:15:00+03:00,1000000.0
2026-05-14 16:30:00+03:00,1000000.0
2026-05-14 16:45:00+03:00,1000000.0
2026-05-14 17:00:00+03:00,1000000.0
2026-05-14 17:15:00+03:00,1000000.0
2026-05-14 17:30:00+03:00,1000000.0
2026-05-14 17:45:00+03:00,1000000.0
2026-05-15 09:45:00+03:00,1000000.0
2026-05-15 10:00:00+03:00,1000000.0
2026-05-15 10:15:00+03:00,1000000.0
2026-05-15 10:30:00+03:00,1000000.0
2026-05-15 10:45:00+03:00,1000000.0
2026-05-15 11:00:00+03:00,1000000.0
2026-05-15 11:15:00+03:00,1000000.0
2026-05-15 11:30:00+03:00,1000000.0
2026-05-15 11:45:00+03:00,1000000.0
2026-05-15 12:00:00+03:00,1000000.0
2026-05-15 12:15:00+03:00,1000000.0
2026-05-15 12:30:00+03:00,1000000.0
2026-05-15 12:45:00+03:00,1000000.0
2026-05-15 13:00:00+03:00,1000000.0
2026-05-15 13:15:00+03:00,1000000.0
2026-05-15 13:30:00+03:00,1000000.0
2026-05-15 13:45:00+03:00,1000000.0
2026-05-15 14:00:00+03:00,1000000.0
2026-05-15 14:15:00+03:00,1000000.0
2026-05-15 14:30:00+03:00,1000000.0
2026-05-15 14:45:00+03:00,1000000.0
2026-05-15 15:00:00+03:00,1000000.0
2026-05-15 15:15:00+03:00,1000000.0
2026-05-15 15:30:00+03:00,1000000.0
2026-05-15 15:45:00+03:00,1000000.0
2026-05-15 16:00:00+03:00,1000000.0
2026-05-15 16:15:00+03:00,1000000.0
2026-05-15 16:30:00+03:00,1000000.0
2026-05-15 16:45:00+03:00,1000000.0
2026-05-15 17:00:00+03:00,1000000.0
2026-05-15 17:15:00+03:00,1000000.0
2026-05-15 17:30:00+03:00,1000000.0
2026-05-15 17:45:00+03:00,1000000.0
2026-05-18 09:45:00+03:00,1000000.0
2026-05-18 10:00:00+03:00,1000000.0
2026-05-18 10:15:00+03:00,1000000.0
2026-05-18 10:30:00+03:00,1000000.0
2026-05-18 10:45:00+03:00,1000000.0
2026-05-18 11:00:00+03:00,1000000.0
2026-05-18 11:15:00+03:00,1000000.0
2026-05-18 11:30:00+03:00,1000000.0
2026-05-18 11:45:00+03:00,1000000.0
2026-05-18 12:00:00+03:00,1000000.0
2026-05-18 12:15:00+03:00,1000000.0
2026-05-18 12:30:00+03:00,1000000.0
2026-05-18 12:45:00+03:00,1000000.0
2026-05-18 13:00:00+03:00,1000000.0
2026-05-18 13:15:00+03:00,1000000.0
2026-05-18 13:30:00+03:00,1000000.0
2026-05-18 13:45:00+03:00,1000000.0
2026-05-18 14:00:00+03:00,1000000.0
2026-05-18 14:15:00+03:00,1000000.0
2026-05-18 14:30:00+03:00,1000000.0
2026-05-18 14:45:00+03:00,1000000.0
2026-05-18 15:00:00+03:00,1000000.0
2026-05-18 15:15:00+03:00,1000000.0
2026-05-18 15:30:00+03:00,1000000.0
2026-05-18 15:45:00+03:00,1000000.0
2026-05-18 16:00:00+03:00,1000000.0
2026-05-18 16:15:00+03:00,1000000.0
2026-05-18 16:30:00+03:00,1000000.0
2026-05-18 16:45:00+03:00,1000000.0
2026-05-18 17:00:00+03:00,1000000.0
2026-05-18 17:15:00+03:00,1000000.0
2026-05-18 17:30:00+03:00,1000000.0
2026-05-18 17:45:00+03:00,1000000.0
2026-05-20 09:45:00+03:00,1000000.0
2026-05-20 10:00:00+03:00,1000000.0
2026-05-20 10:15:00+03:00,1000000.0
2026-05-20 10:30:00+03:00,1000000.0
2026-05-20 10:45:00+03:00,1000000.0
2026-05-20 11:00:00+03:00,1000000.0
2026-05-20 11:15:00+03:00,1000000.0
2026-05-20 11:30:00+03:00,1000000.0
2026-05-20 11:45:00+03:00,1000000.0
2026-05-20 12:00:00+03:00,1000000.0
2026-05-20 12:15:00+03:00,1000000.0
2026-05-20 12:30:00+03:00,1000000.0
2026-05-20 12:45:00+03:00,1000000.0
2026-05-20 13:00:00+03:00,1000000.0
2026-05-20 13:15:00+03:00,1000000.0
2026-05-20 13:30:00+03:00,1000000.0
2026-05-20 13:45:00+03:00,1000000.0
2026-05-20 14:00:00+03:00,1000000.0
2026-05-20 14:15:00+03:00,1000000.0
2026-05-20 14:30:00+03:00,1000000.0
2026-05-20 14:45:00+03:00,1000000.0
2026-05-20 15:00:00+03:00,1000000.0
2026-05-20 15:15:00+03:00,1000000.0
2026-05-20 15:30:00+03:00,1000000.0
2026-05-20 15:45:00+03:00,1000000.0
2026-05-20 16:00:00+03:00,1000000.0
2026-05-20 16:15:00+03:00,1000000.0
2026-05-20 16:30:00+03:00,1000000.0
2026-05-20 16:45:00+03:00,1000000.0
2026-05-20 17:00:00+03:00,1000000.0
2026-05-20 17:15:00+03:00,1000000.0
2026-05-20 17:30:00+03:00,1000000.0
2026-05-20 17:45:00+03:00,1000000.0
2026-05-21 09:45:00+03:00,1000000.0
2026-05-21 10:00:00+03:00,1000000.0
2026-05-21 10:15:00+03:00,1000000.0
2026-05-21 10:30:00+03:00,1000000.0
2026-05-21 10:45:00+03:00,1000000.0
2026-05-21 11:00:00+03:00,1000000.0
2026-05-21 11:15:00+03:00,1000000.0
2026-05-21 11:30:00+03:00,1000000.0
2026-05-21 11:45:00+03:00,1000000.0
2026-05-21 12:00:00+03:00,1000000.0
2026-05-21 12:15:00+03:00,1000000.0
2026-05-21 12:30:00+03:00,1000000.0
2026-05-21 12:45:00+03:00,1000000.0
2026-05-21 13:00:00+03:00,1000000.0
2026-05-21 13:15:00+03:00,1000000.0
2026-05-21 13:30:00+03:00,1000000.0
2026-05-21 13:45:00+03:00,1000000.0
2026-05-21 14:00:00+03:00,1000000.0
2026-05-21 14:15:00+03:00,1000000.0
2026-05-21 14:30:00+03:00,1000000.0
2026-05-21 14:45:00+03:00,1000000.0
2026-05-21 15:00:00+03:00,1000000.0
2026-05-21 15:15:00+03:00,1000000.0
2026-05-21 15:30:00+03:00,1000000.0
2026-05-21 15:45:00+03:00,1000000.0
2026-05-21 16:00:00+03:00,1000000.0
2026-05-21 16:15:00+03:00,1000000.0
2026-05-21 16:30:00+03:00,1000000.0
2026-05-21 16:45:00+03:00,1000000.0
2026-05-21 17:00:00+03:00,1000000.0
2026-05-21 17:15:00+03:00,1000000.0
2026-05-21 17:30:00+03:00,1000000.0
2026-05-22 09:45:00+03:00,1000000.0
2026-05-22 10:00:00+03:00,1000000.0
2026-05-22 10:15:00+03:00,1000000.0
2026-05-22 10:30:00+03:00,1000000.0
2026-05-22 10:45:00+03:00,1000000.0
2026-05-22 11:00:00+03:00,1000000.0
2026-05-22 11:15:00+03:00,1000000.0
2026-05-22 11:30:00+03:00,1000000.0
2026-05-22 11:45:00+03:00,1000000.0
2026-05-22 12:00:00+03:00,1000000.0
2026-05-22 12:15:00+03:00,1000000.0
2026-05-22 12:30:00+03:00,1000000.0
2026-05-22 12:45:00+03:00,1000000.0
2026-05-22 13:00:00+03:00,1000000.0
2026-05-22 13:15:00+03:00,1000000.0
2026-05-22 13:30:00+03:00,1000000.0
2026-05-22 13:45:00+03:00,1000000.0
2026-05-22 14:00:00+03:00,1000000.0
2026-05-22 14:15:00+03:00,1000000.0
2026-05-22 14:30:00+03:00,1000000.0
2026-05-22 14:45:00+03:00,1000000.0
2026-05-22 15:00:00+03:00,1000000.0
2026-05-22 15:15:00+03:00,1000000.0
2026-05-22 15:30:00+03:00,1000000.0
2026-05-22 15:45:00+03:00,1000000.0
2026-05-22 16:00:00+03:00,1000000.0
2026-05-22 16:15:00+03:00,1000000.0
2026-05-22 16:30:00+03:00,1000000.0
2026-05-22 16:45:00+03:00,1000000.0
2026-05-22 17:00:00+03:00,1000000.0
2026-05-22 17:15:00+03:00,1000000.0
2026-05-22 17:30:00+03:00,1000000.0
2026-05-22 17:45:00+03:00,1000000.0
2026-05-25 09:45:00+03:00,1000000.0
2026-05-25 10:00:00+03:00,1000000.0
2026-05-25 10:15:00+03:00,1000000.0
2026-05-25 10:30:00+03:00,1000000.0
2026-05-25 10:45:00+03:00,1000000.0
2026-05-25 11:00:00+03:00,1000000.0
2026-05-25 11:15:00+03:00,1000000.0
2026-05-25 11:30:00+03:00,1000000.0
2026-05-25 11:45:00+03:00,1000000.0
2026-05-25 12:00:00+03:00,1000000.0
2026-05-25 12:15:00+03:00,1000000.0
2026-05-25 12:30:00+03:00,1000000.0
2026-05-25 12:45:00+03:00,1000000.0
2026-05-25 13:00:00+03:00,1000000.0
2026-05-25 13:15:00+03:00,1000000.0
2026-05-25 13:30:00+03:00,1000000.0
2026-05-25 13:45:00+03:00,1000000.0
2026-05-25 14:00:00+03:00,1000000.0
2026-05-25 14:15:00+03:00,1000000.0
2026-05-25 14:30:00+03:00,1000000.0
2026-05-25 14:45:00+03:00,1000000.0
2026-05-25 15:00:00+03:00,1000000.0
2026-05-25 15:15:00+03:00,1000000.0
2026-05-25 15:30:00+03:00,1000000.0
2026-05-25 15:45:00+03:00,1000000.0
2026-05-25 16:00:00+03:00,1000000.0
2026-05-25 16:15:00+03:00,1000000.0
2026-05-25 16:30:00+03:00,1000000.0
2026-05-25 16:45:00+03:00,1000000.0
2026-05-25 17:00:00+03:00,1000000.0
2026-05-25 17:15:00+03:00,1000000.0
2026-05-25 17:30:00+03:00,1000000.0
2026-05-25 17:45:00+03:00,1000000.0
2026-05-26 09:45:00+03:00,1000000.0
2026-05-26 10:00:00+03:00,1000000.0
2026-05-26 10:15:00+03:00,1000000.0
2026-05-26 10:30:00+03:00,1000000.0
2026-05-26 10:45:00+03:00,1000000.0
2026-05-26 11:00:00+03:00,1000000.0
2026-05-26 11:15:00+03:00,1000000.0
2026-05-26 11:30:00+03:00,1000000.0
2026-05-26 11:45:00+03:00,1000000.0
2026-05-26 12:00:00+03:00,1000000.0
2026-05-26 12:15:00+03:00,1000000.0
2026-05-26 12:30:00+03:00,1000000.0
2026-06-01 09:45:00+03:00,1000000.0
2026-06-01 10:00:00+03:00,1000000.0
2026-06-01 10:15:00+03:00,1000000.0
2026-06-01 10:30:00+03:00,1000000.0
2026-06-01 10:45:00+03:00,1000000.0
2026-06-01 11:00:00+03:00,1000000.0
2026-06-01 11:15:00+03:00,1000000.0
2026-06-01 11:30:00+03:00,1000000.0
2026-06-01 11:45:00+03:00,1000000.0
2026-06-01 12:00:00+03:00,1000000.0
2026-06-01 12:15:00+03:00,1000000.0
2026-06-01 12:30:00+03:00,1000000.0
2026-06-01 12:45:00+03:00,1000000.0
2026-06-01 13:00:00+03:00,1000000.0
2026-06-01 13:15:00+03:00,1000000.0
2026-06-01 13:30:00+03:00,1000000.0
2026-06-01 13:45:00+03:00,1000000.0
2026-06-01 14:00:00+03:00,1000000.0
2026-06-01 14:15:00+03:00,1000000.0
2026-06-01 14:30:00+03:00,1000000.0
2026-06-01 14:45:00+03:00,1000000.0
2026-06-01 15:00:00+03:00,1000000.0
2026-06-01 15:15:00+03:00,1000000.0
2026-06-01 15:30:00+03:00,1000000.0
2026-06-01 15:45:00+03:00,1000000.0
2026-06-01 16:00:00+03:00,1000000.0
2026-06-01 16:15:00+03:00,1000000.0
2026-06-01 16:30:00+03:00,1000000.0
2026-06-01 16:45:00+03:00,1000000.0
2026-06-01 17:00:00+03:00,1000000.0
2026-06-01 17:15:00+03:00,1000000.0
2026-06-01 17:30:00+03:00,1000000.0
2026-06-01 17:45:00+03:00,1000000.0
2026-06-02 09:45:00+03:00,1000000.0
2026-06-02 10:00:00+03:00,1000000.0
2026-06-02 10:15:00+03:00,1000000.0
2026-06-02 10:30:00+03:00,1000000.0
2026-06-02 10:45:00+03:00,1000000.0
2026-06-02 11:00:00+03:00,1000000.0
2026-06-02 11:15:00+03:00,1000000.0
2026-06-02 11:30:00+03:00,1000000.0
2026-06-02 11:45:00+03:00,1000000.0
2026-06-02 12:00:00+03:00,1000000.0
2026-06-02 12:15:00+03:00,1000000.0
2026-06-02 12:30:00+03:00,1000000.0
2026-06-02 12:45:00+03:00,1000000.0
2026-06-02 13:00:00+03:00,1000000.0
2026-06-02 13:15:00+03:00,1000000.0
2026-06-02 13:30:00+03:00,1000000.0
2026-06-02 13:45:00+03:00,1000000.0
2026-06-02 14:00:00+03:00,1000000.0
2026-06-02 14:15:00+03:00,1000000.0
2026-06-02 14:30:00+03:00,1000000.0
2026-06-02 14:45:00+03:00,1000000.0
2026-06-02 15:00:00+03:00,1000000.0
2026-06-02 15:15:00+03:00,1000000.0
2026-06-02 15:30:00+03:00,1000000.0
2026-06-02 15:45:00+03:00,1000000.0
2026-06-02 16:00:00+03:00,1000000.0
2026-06-02 16:15:00+03:00,1000000.0
2026-06-02 16:30:00+03:00,1000000.0
2026-06-02 16:45:00+03:00,1000000.0
2026-06-02 17:00:00+03:00,1000000.0
2026-06-02 17:15:00+03:00,1000000.0
2026-06-02 17:30:00+03:00,1000000.0
2026-06-02 17:45:00+03:00,1000000.0
2026-06-03 09:45:00+03:00,1000000.0
2026-06-03 10:00:00+03:00,1000000.0
2026-06-03 10:15:00+03:00,1000000.0
2026-06-03 10:30:00+03:00,1000000.0
2026-06-03 10:45:00+03:00,1000000.0
2026-06-03 11:00:00+03:00,1000000.0
2026-06-03 11:15:00+03:00,1000000.0
2026-06-03 11:30:00+03:00,1000000.0
2026-06-03 11:45:00+03:00,1000000.0
2026-06-03 12:00:00+03:00,1000000.0
2026-06-03 12:15:00+03:00,1000000.0
2026-06-03 12:30:00+03:00,1000000.0
2026-06-03 12:45:00+03:00,1000000.0
2026-06-03 13:00:00+03:00,1000000.0
2026-06-03 13:15:00+03:00,1000000.0
2026-06-03 13:30:00+03:00,1000000.0
2026-06-03 13:45:00+03:00,1000000.0
2026-06-03 14:00:00+03:00,1000000.0
2026-06-03 14:15:00+03:00,1000000.0
2026-06-03 14:30:00+03:00,1000000.0
2026-06-03 14:45:00+03:00,1000000.0
2026-06-03 15:00:00+03:00,1000000.0
2026-06-03 15:15:00+03:00,1000000.0
2026-06-03 15:30:00+03:00,1000000.0
2026-06-03 15:45:00+03:00,1000000.0
2026-06-03 16:00:00+03:00,1000000.0
2026-06-03 16:15:00+03:00,1000000.0
2026-06-03 16:30:00+03:00,1000000.0
2026-06-03 16:45:00+03:00,1000000.0
2026-06-03 17:00:00+03:00,1000000.0
2026-06-03 17:15:00+03:00,1000000.0
2026-06-03 17:30:00+03:00,1000000.0
2026-06-03 17:45:00+03:00,1000000.0
2026-06-04 09:45:00+03:00,1000000.0
2026-06-04 10:00:00+03:00,1000000.0
