kind,anchor_a_date,anchor_a_price,anchor_b_date,anchor_b_price,slope_per_bar,score,touches,violations,line_now
support,2021-12-20,19.428571701049805,2025-05-05,117.30000305175781,0.5560876781290228,423.7211805401094,21,1,152.88961445201528
