feature,importance_mean,importance_std,rank
drawdown_from_high_80,1.5492143152286995,0.021671828168789438,1
atr_pct,0.7498672894035507,0.026751994854149693,2
atr,0.45036173146417147,0.015105577059719792,3
dist_to_high_atr_80,0.4119514075809689,0.01108567231677885,4
dist_to_low_atr_80,0.3916169461982269,0.021203516454114415,5
rebound_from_low_50,0.3507137077112755,0.01986175170793279,6
rebound_from_low_80,0.349432305668543,0.013198752488917245,7
dist_to_low_atr_50,0.32167094902711957,0.013632257199412506,8
slope_pct_80,0.22857775561376809,0.009630481654810853,9
dist_to_low_atr_20,0.1760974640807567,0.011164221703141429,10
rebound_from_low_20,0.15362106621415392,0.013005372228471654,11
hmm_state_prob_1,0.12603474036920329,0.00970721141473129,12
bollinger_z_80,0.1161945180319558,0.014181410866761725,13
drawdown_from_high_20,0.10483098322945361,0.012701539881136809,14
range_pct_80,0.09641950623449799,0.005964943523821415,15
log_return_sum_80,0.07708783419935025,0.010218209193692138,16
range_compression_20_80,0.07389806751034289,0.012015334529431447,17
drawdown_from_high_50,0.059676570259390924,0.009831029316430803,18
range_pct_20,0.055453269232714694,0.007380240885317902,19
reclaim_from_low_atr_21,0.05035484428435655,0.010708195457267781,20
reclaim_from_low_atr_5,0.04547236269704606,0.0052649682878492,21
short_turn_score_5,0.038722925649117654,0.00452933171906156,22
realized_vol_40,0.035439870663880414,0.004356695745673615,23
short_turn_score_21,0.02421346647249738,0.004709694829374606,24
slope_pct_50,0.02362270526833008,0.005422252834807092,25
hmm_state_prob_3,0.02044767691526106,0.0032783969718199655,26
reclaim_from_low_atr_13,0.01911909756937351,0.003233513729813765,27
short_turn_score_13,0.017356444087960842,0.00464903407612717,28
low_range_position_21,0.014438652716065726,0.0045842576401016,29
prior_down_context,0.01346875358726558,0.00469078963070778,30
lower_wick_to_range,0.013318627237469993,0.0028225227150023144,31
body_to_range,0.012326263612072874,0.003368933832528191,32
log_return_sum_40,0.011561644557531881,0.005429456708323752,33
log_volume,0.010647115488435398,0.004636748548993845,34
slope_pct_20,0.009929599720590598,0.003159269590696451,35
break_above_prior_high_atr_8,0.008729035208226233,0.0027549700893459705,36
bollinger_z_50,0.00872224565324704,0.007814914191687285,37
short_turn_score_8,0.007597683108885511,0.003160592929252314,38
volatility_compression_20_80,0.007492349753286054,0.004008044929981613,39
range_pct_50,0.007043689192140978,0.0008484417147579076,40
volume_ratio_20,0.006898572412328785,0.002788031241804514,41
hmm_state_prob_0,0.006205922304032052,0.0037839788268203946,42
break_above_prior_high_atr_21,0.005900850731439955,0.0034686843878760517,43
volatility_expansion_5_20,0.005415950347092813,0.0012682627845814086,44
macd_signal,0.003985424367080492,0.0034928175976018205,45
log_return_sum_10,0.003851495516953407,0.0015432503677170997,46
hmm_state,0.0032966195016023827,0.0013517290320769456,47
macd_line,0.0031922097837200126,0.004844187189613017,48
reclaim_from_low_atr_8,0.003119827899189631,0.0008011014509930926,49
realized_vol_20,0.0028450146464866766,0.004182291588208139,50
log_return_sum_5,0.002398830923629558,0.0012498189502729662,51
break_above_prior_high_atr_13,0.002102679720238032,0.0021246133961423217,52
upper_wick_to_range,0.0016789780295418666,0.0035356231924466006,53
stoch_k_14,0.0016409738771403504,0.0010718272069186008,54
low_range_position_13,0.0014777929385156653,0.0019870086716911053,55
realized_vol_10,0.0014247265783470463,0.0021665073862776755,56
realized_vol_5,0.0012489690193631998,0.0020662793457289917,57
dist_to_high_atr_20,0.0011380855487795217,0.00247742723349635,58
rsi_14,0.0009871746762227795,0.0007373045782043035,59
atr_pct_change_5,0.0009308980880724071,0.00027273882754912435,60
up_volume_share_20,0.0006737603472232623,0.00047077906243458235,61
down_volume_share_20,0.0006737603472206866,0.00047077906243317126,62
log_return_1,0.0006422706903503661,0.0006809814844268285,63
rsi_7,0.0005995020333433132,0.00038822499400492346,64
volume_z_20,0.0005725342738026829,0.0003564463632341539,65
close_position_in_range,0.00024945584623954354,0.0022574451734366434,66
body_pct,0.00015751838655491123,0.0005635529460540883,67
volume_expansion_5_20,0.00014008714064841498,0.001803992192670098,68
log_return_sum_2,9.75686855381852e-05,0.00022742997095693876,69
realized_vol_2,1.3946875527270918e-05,1.3819851550267935e-05,70
log_return_sum_3,-4.610212264968272e-05,0.00015851571954164913,71
obv_slope_20,-9.013823510768404e-05,0.0001238716732870641,72
low_range_position_5,-0.00011221956797611288,0.00010557489572509599,73
green_streak,-0.00019467493701876836,0.00032595370888397406,74
low_range_position_8,-0.00032806962914944116,0.0006599161725844024,75
break_above_prior_high_atr_5,-0.00034790997991822613,0.0013767014762746084,76
stoch_d_3,-0.00034978898009885295,0.0009862819862644296,77
gap_pct,-0.00041947192858797776,0.00040524337512745965,78
bollinger_z_20,-0.0007641268730777196,0.000509396459177847,79
realized_vol_3,-0.00102380281318879,0.0009655623803579427,80
macd_hist,-0.0012169771643223415,0.004018612608908429,81
hmm_state_prob_2,-0.0013556940628246972,0.0003712112349124255,82
realized_vol_80,-0.0031837131757536997,0.0008209027768063385,83
log_return_sum_20,-0.004121905414783256,0.003343202812544196,84
dist_to_high_atr_50,-0.004997062504367178,0.0027455999476904283,85
