unique_id,model,mae,rmse,mape,r2,rows,long_accuracy,long_precision,long_recall,long_signal_rate
AAPL,PECNet,,,,,110,0.4818181818181818,0.5333333333333333,0.2711864406779661,0.2727272727272727
