feature,importance_mean,importance_std,rank
prior_down_context,0.010643330855036453,0.00012060562817317198,1
break_above_prior_high_atr_21,0.005735838947219021,0.0012911396582331069,2
hmm_state_prob_2,0.004318792814429537,0.0020269911280639424,3
macd_signal,0.0027709699710005936,0.0011639321557835427,4
body_pct,0.002744940863838317,0.0018913628771342176,5
hmm_state,0.0016368513967021526,0.0015875761388517786,6
log_return_sum_10,0.0013906714900767747,0.0017319866437070933,7
atr_pct_change_5,0.001346439624519332,0.0006609167588551768,8
bollinger_z_80,0.0013425920600716478,0.001500527975665703,9
atr,0.0012881300672995418,0.00025688088965251,10
close_position_in_range,0.0012709673790983632,0.0005894829570884572,11
log_return_sum_20,0.0012417175301099978,0.0004728410588049407,12
realized_vol_10,0.001080257099186922,0.0007910628667658294,13
slope_pct_20,0.0008356952458297397,0.00018745640486219164,14
gap_pct,0.0007324430033768559,0.00032240145530491415,15
realized_vol_20,0.0006983605424925653,0.0002499334689517874,16
hmm_state_prob_1,0.0006681724113222884,0.0017175201778941733,17
green_streak,0.0005911439205228266,0.0008718717447286997,18
log_return_1,0.000580997188334179,0.0011663303802829069,19
up_volume_share_20,0.0005546203596147582,0.0008417915574294227,20
down_volume_share_20,0.0005546203596147582,0.0008417915574294227,21
low_range_position_5,0.0005116110405912553,0.0014003943155543412,22
log_return_sum_5,0.0004674091139670572,0.0011598313583191411,23
break_above_prior_high_atr_13,0.0004244358353882644,0.0005008041787682878,24
realized_vol_40,0.0004174520889007535,0.0005455880593947653,25
break_above_prior_high_atr_8,0.0003299339262024966,0.0016167261542286977,26
log_volume,0.0003072130302906251,0.0005028741885315434,27
obv_slope_20,0.0002835136046640957,7.611433641119007e-05,28
log_return_sum_40,0.00023470840808307303,0.00010605101279611029,29
volume_z_20,0.00023314966600664744,0.0023594008297180124,30
dist_to_low_atr_80,0.00020076906726025894,0.00022320384305778398,31
log_return_sum_3,0.00010777519418957976,0.0007270966062768902,32
short_turn_score_5,9.983732601425449e-05,0.000495877846143219,33
rsi_14,8.664504541079852e-05,0.00011656820526135143,34
slope_pct_50,6.836829466463496e-05,8.368844286026337e-05,35
log_return_sum_2,3.2428373049803e-05,0.0007770398994382429,36
realized_vol_3,1.0505284512659502e-05,0.0006639125326084116,37
realized_vol_2,-4.836308804894926e-06,0.0006282816181322485,38
rebound_from_low_80,-4.5323265388869104e-05,6.904656828702501e-05,39
rebound_from_low_50,-7.431039207537877e-05,0.0003113531776979924,40
low_range_position_8,-7.62350876774863e-05,0.0004067644014002674,41
short_turn_score_8,-8.491947478952676e-05,0.00034257176033174246,42
stoch_d_3,-9.469572992034902e-05,0.00024164844046652527,43
dist_to_low_atr_50,-9.836001749884901e-05,0.00045979279248992166,44
dist_to_high_atr_80,-0.00010767029548663411,0.000317560035909501,45
body_to_range,-0.00011871977004262683,0.00035623566121950433,46
rsi_7,-0.00012381017835393047,0.00023188279399150385,47
macd_hist,-0.00012959307406993655,0.0003951140845780402,48
realized_vol_5,-0.00014633790353737222,0.0002609638740002006,49
hmm_state_prob_3,-0.00017126305400949024,0.00020451166591959992,50
macd_line,-0.0001763704148192588,4.472762113071538e-05,51
low_range_position_21,-0.00020536516508603934,0.0005380442991355137,52
realized_vol_80,-0.00020876449498878833,0.00032132521407372865,53
rebound_from_low_20,-0.000262645598022581,0.0003137702667612458,54
short_turn_score_21,-0.00028926453834738735,0.0005618649418542337,55
bollinger_z_50,-0.00031786433925405834,0.0006399306576020688,56
dist_to_low_atr_20,-0.0003756413757929853,0.0008144257773021615,57
reclaim_from_low_atr_21,-0.00039322049515161123,0.0007884675900442363,58
reclaim_from_low_atr_8,-0.00039703972767923535,0.0012950835845039232,59
short_turn_score_13,-0.00048690212570567866,0.0008892250092886205,60
reclaim_from_low_atr_5,-0.0005073804971648371,0.0006493765988158684,61
stoch_k_14,-0.0005221750425733806,0.0007996747693519568,62
volume_ratio_20,-0.0005717884650868095,0.000412251589546422,63
lower_wick_to_range,-0.0006152617838348681,0.0004169647386458661,64
reclaim_from_low_atr_13,-0.0006586846669680956,0.0011950028641426046,65
slope_pct_80,-0.0006711229324319216,0.0002547129291862218,66
low_range_position_13,-0.0006789143526888119,0.0009636254587480284,67
bollinger_z_20,-0.000791515724985908,0.0006938211135628562,68
upper_wick_to_range,-0.0008009657816020168,0.0008401663692858748,69
dist_to_high_atr_50,-0.0012149599700177047,0.0014680627882107517,70
hmm_state_prob_0,-0.0012230465200847034,0.0008726040002653624,71
atr_pct,-0.0014022153015680466,0.00018767941379942835,72
log_return_sum_80,-0.002035368498721581,0.0014735559255165936,73
drawdown_from_high_20,-0.002566863546621453,0.0003977370566348741,74
range_pct_80,-0.002751335479982276,0.0017798978228093746,75
dist_to_high_atr_20,-0.0032525805431638495,0.0013626273849638613,76
range_pct_50,-0.0035562122402408025,0.0014036309722063084,77
volatility_expansion_5_20,-0.0038314679710519882,0.002400807504339071,78
break_above_prior_high_atr_5,-0.0046675677765793885,0.0034415141063366657,79
range_compression_20_80,-0.0047126061459878184,0.0028466286344500267,80
volume_expansion_5_20,-0.005082616907496794,0.004360444409546369,81
drawdown_from_high_50,-0.006188905712035107,0.0017697820455423727,82
range_pct_20,-0.007381527773975029,0.001507953785903286,83
volatility_compression_20_80,-0.008102391539390063,0.003484595717900025,84
drawdown_from_high_80,-0.009357247876590435,0.004352904862288973,85
