state,train_count,mean_return,mean_vol,mean_drawdown
0,868,3.455109486424209e-05,0.0009820670149608894,0.5686157045981979
1,335,0.00022355559106300766,0.0043944957853832975,2.6518888745724025
2,1764,-7.098981019098398e-05,0.001073168435058007,1.131200972258728
3,886,0.00010498813705447837,0.002295091223387411,0.8505705635410005
