Date,hmm_state,hmm_state_prob_0,hmm_state_prob_1,hmm_state_prob_2,hmm_state_prob_3
2026-05-07 09:55:00+03:00,3.0,1.1142727850241462e-189,6.824500864220054e-67,1.2039705992817311e-106,1.0
2026-05-07 10:00:00+03:00,3.0,8.01869461801111e-09,6.354206126011407e-05,2.4317038236806595e-06,0.9999340182162267
2026-05-07 10:05:00+03:00,3.0,1.186281474511627e-05,9.795318615819932e-06,0.0006792072834484067,0.9992991345835247
2026-05-07 10:10:00+03:00,3.0,2.5738534260386824e-14,0.00019590230618346573,9.591758155608117e-11,0.9998040975962322
2026-05-07 10:15:00+03:00,3.0,1.3818205044366004e-10,2.6575765437273666e-05,6.970073492817251e-08,0.9999733543939575
2026-05-07 10:20:00+03:00,3.0,1.5329335227396277e-09,1.89657713765523e-05,5.639894963579497e-07,0.9999804687047061
2026-05-07 10:25:00+03:00,3.0,1.4012401495009003e-07,9.768116611972066e-06,1.8297600248125165e-05,0.9999717941585706
2026-05-07 10:30:00+03:00,3.0,2.2223547844272005e-07,1.1443205669460446e-05,2.2746396180073447e-05,0.9999655881611232
2026-05-07 10:35:00+03:00,3.0,1.3061750401009847e-11,9.855328926395969e-05,1.6268449702593678e-08,0.9999014304282872
2026-05-07 10:40:00+03:00,3.0,1.0939735031487221e-08,1.9215371440621396e-05,2.8145852790561047e-06,0.999977959104468
2026-05-07 10:45:00+03:00,3.0,7.550829679434807e-17,6.066122381059892e-06,1.7306652806327553e-12,0.9999939338742752
2026-05-07 10:50:00+03:00,3.0,1.1390939755016303e-12,3.131214796900856e-06,3.018860896009273e-09,0.9999968657661161
2026-05-07 10:55:00+03:00,3.0,2.934050642796149e-12,2.9168446106933287e-06,5.6595946889619064e-09,0.9999970774922036
2026-05-07 11:00:00+03:00,3.0,2.1862663374459437e-10,4.114408076260284e-06,1.1406651999015685e-07,0.9999957713060491
2026-05-07 11:05:00+03:00,3.0,2.8158627186767036e-10,2.9174096516947294e-06,1.8799286144356805e-07,0.9999968943168848
