Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,AKFYE.IS,321.0,2026-05-11 13:25:00,24.904879159927365,7.994466210336685,2026-05-11 14:05:00,24.75522068595886,7.946425840192795,-63.981262194419436,-0.008003193773174367,Long,Closed,0
1,AKFYE.IS,330.0,2026-05-13 13:25:00,24.244219312667845,8.000592373180389,2026-05-13 13:55:00,24.095880838394166,7.951640676670075,-64.90392956016439,-0.00811239049970044,Long,Closed,1
2,AKFYE.IS,306.0,2026-06-12 12:35:00,26.12610038185119,7.994586716846465,2026-06-12 12:55:00,26.03393946647644,7.966385476741791,-44.162212298262325,-0.005524014419057112,Long,Closed,2
3,AKFYE.IS,321.0,2026-07-16 13:05:00,24.884860610961912,7.988040256118774,2026-07-16 14:00:00,24.815160152435304,7.965666408931733,-38.32755385209157,-0.004798117263208955,Long,Closed,3
4,ARFYE.IS,280.0,2026-06-19 12:55:00,28.508479541778563,7.9823742716979975,2026-06-19 13:05:00,28.431539085388184,7.960830943908691,-37.48653300491289,-0.0046961632878858755,Long,Closed,4
5,ARFYE.IS,253.0,2026-07-07 14:15:00,31.59155946540832,7.992664544748306,2026-07-07 14:20:00,32.31999969482422,8.176959922790527,168.12575357468336,0.0210350068657833,Long,Closed,5
6,ARFYE.IS,262.0,2026-07-10 13:00:00,30.490459083557127,7.9885002798919675,2026-07-10 13:05:00,30.369599618911742,7.956835100154876,-47.61051511713826,-0.005959881510798686,Long,Closed,6
7,DAGI.IS,831.0,2026-07-13 10:50:00,9.62961988544464,8.002214124804496,2026-07-13 11:15:00,9.470519542694092,7.8700017399787905,-148.08460069048934,-0.01850545341338354,Long,Closed,7
8,DNISI.IS,347.0,2026-06-16 13:30:00,23.043020458221434,7.995928099002837,2026-06-16 13:45:00,23.03693946647644,7.993817994867325,-18.099850229382465,-0.0022636334400805425,Long,Closed,8
9,ECOGR.IS,217.0,2026-05-22 12:10:00,36.85681969451904,7.997929873710632,2026-05-22 12:45:00,36.560001373291016,7.933520298004151,-80.3410258781963,-0.01004522759599068,Long,Closed,9
10,ECOGR.IS,213.0,2026-07-10 11:55:00,37.537499999999994,7.9954874999999985,2026-07-10 13:05:00,37.542421829223635,7.996535849624634,-14.94367372498853,-0.0018690134560261063,Long,Closed,10
11,ICBCT.IS,375.0,2026-06-05 10:20:00,21.34131969451904,8.00299488544464,2026-06-05 10:35:00,21.078900381088257,7.904587642908097,-114.31482506489662,-0.014284005762993235,Long,Closed,11
12,IEYHO.IS,51.0,2026-07-02 13:00:00,154.45430305480954,7.877169455795287,2026-07-02 13:45:00,154.14570304870605,7.861430855484009,-31.477200622557174,-0.0039960039960038165,Long,Closed,12
13,ISKPL.IS,866.0,2026-06-16 07:10:00,9.019010229110716,7.81046285840988,2026-06-16 07:20:00,9.02096973323822,7.812159788984298,-13.925692072976357,-0.0017829534978176015,Long,Closed,13
14,ISKPL.IS,1062.0,2026-06-22 07:05:00,7.537530210018157,8.004857083039283,2026-06-23 07:00:00,8.25,8.7615,739.876559877678,0.09242845340053989,Long,Closed,14
15,KCHOL.IS,39.0,2026-07-20 08:10:00,200.8006061096191,7.831223638275145,2026-07-20 08:50:00,199.8,7.792200000000001,-54.6470619134197,-0.006978100031051585,Long,Closed,15
16,KORDS.IS,94.0,2026-07-09 07:05:00,84.58449999999999,7.950943,2026-07-09 07:15:00,83.8499984741211,7.881899856567383,-84.87598628918387,-0.010674958465830265,Long,Closed,16
17,KTSKR.IS,64.0,2026-05-06 14:20:00,123.32319694519042,7.892684604492187,2026-05-07 07:00:00,121.30000305175781,7.7632001953125,-145.14029397949142,-0.01838921751629143,Long,Closed,17
18,KTSKR.IS,74.0,2026-06-24 11:25:00,106.90680305480956,7.911103426055908,2026-06-24 11:50:00,106.0999984741211,7.851399887084961,-75.46604228408715,-0.009539256184609239,Long,Closed,18
19,KTSKR.IS,70.0,2026-07-01 07:05:00,113.2130984725952,7.924916893081664,2026-07-01 08:15:00,115.0999984741211,8.056999893188477,116.10108332054237,0.014650132599106106,Long,Closed,19
20,KTSKR.IS,68.0,2026-07-14 07:05:00,116.11599999999999,7.895887999999999,2026-07-14 07:15:00,113.5999984741211,7.724799896240235,-186.70879165600488,-0.02364633232588974,Long,Closed,20
21,MANAS.IS,265.0,2026-04-30 07:45:00,30.19015984725952,8.000392359523772,2026-05-04 07:30:00,30.60935939025879,8.11148023841858,94.97600629686337,0.011871418554091623,Long,Closed,21
22,MANAS.IS,256.0,2026-05-05 10:00:00,31.191159847259517,7.984936920898436,2026-05-05 10:40:00,30.649320304870606,7.846225998046876,-154.54208577050633,-0.01935420245663228,Long,Closed,22
23,MANAS.IS,274.0,2026-05-11 13:55:00,29.209180305480952,8.003315403701782,2026-05-11 14:45:00,29.310660152435304,8.031120881767274,11.771041780022967,0.0014707706976759276,Long,Closed,23
24,MANAS.IS,316.0,2026-06-01 13:10:00,25.30528068733215,7.99646869719696,2026-06-01 13:25:00,24.739999771118164,7.81783992767334,-194.44307814848997,-0.02431611821561298,Long,Closed,24
25,MANAS.IS,315.0,2026-06-09 09:25:00,25.38536061096191,7.996388592453003,2026-06-09 10:00:00,25.19477931404114,7.936355483922958,-75.96585260642,-0.009500020131352375,Long,Closed,25
