feature,importance_mean,importance_std,rank
range_pct_80,0.06753212573712786,0.005556507491156713,1
slope_pct_50,0.03159269864750343,0.0032557215458260554,2
drawdown_from_high_80,0.027987275871053475,0.00343553379733205,3
volatility_compression_20_80,0.027457545487444213,0.0008556692851787888,4
log_return_sum_80,0.023199670975591658,0.0009572914556526231,5
realized_vol_20,0.020795402630906422,0.003752417463912319,6
log_return_sum_40,0.016547029568359517,0.0023613772349838995,7
range_pct_50,0.013622966678825987,0.0010158774183937154,8
atr_pct,0.009652377729636407,0.004600338634441809,9
realized_vol_80,0.009351276160450972,0.005957861059466082,10
hmm_state_prob_1,0.0056277316680326765,0.0029247900511297892,11
bollinger_z_80,0.0046168536187337185,0.0025025128461057147,12
slope_pct_80,0.0038956020875198227,0.001948132723950504,13
rebound_from_low_50,0.0038742619121263865,0.00017355525985493595,14
realized_vol_40,0.0037104764820014902,0.0009196691949830471,15
slope_pct_20,0.0036544711289218323,0.00451262861231298,16
atr,0.003468854972590707,0.0006387501472255795,17
hmm_state_prob_3,0.0032463040213837058,0.0004812573235861661,18
drawdown_from_high_50,0.0023400856148020122,0.0008033089833361113,19
dist_to_high_atr_50,0.0014014353153285475,0.0020002609292076178,20
break_above_prior_high_atr_21,0.0008466466183126631,0.00016827792643349393,21
dist_to_high_atr_20,0.0006966629778089928,0.00010961397651394463,22
macd_line,0.0006590343831042844,0.0006244282857528039,23
obv_slope_20,0.0005913975553778706,0.00034238718625745915,24
down_volume_share_20,0.0004660882462332649,0.00017663104342551555,25
rebound_from_low_20,0.000391955085131146,0.00025557008447676027,26
range_pct_20,0.0003146726603164396,0.00017253339796625185,27
break_above_prior_high_atr_13,0.0003006269931719041,0.00014580958566378578,28
volume_z_20,0.00029150703975988623,0.0003203383160426917,29
up_volume_share_20,0.0002803358193991912,0.00016273929085932587,30
stoch_d_3,0.0002693130712333902,0.0001672004779435519,31
log_return_sum_5,0.00021831414442528008,8.941811232474505e-05,32
low_range_position_21,0.00020083961404815387,6.794319309951554e-05,33
low_range_position_8,0.00017955922046914986,0.00010791209506706638,34
dist_to_low_atr_20,0.00014982655542374878,4.162550036201316e-05,35
reclaim_from_low_atr_21,0.00014035401066163632,2.580889407431823e-05,36
drawdown_from_high_20,0.00014005589287342525,0.00022621654375779465,37
short_turn_score_21,0.00013258499884838404,3.3605466536173146e-05,38
reclaim_from_low_atr_13,0.00010080577406657021,2.9918861582611957e-05,39
break_above_prior_high_atr_5,8.359337766676856e-05,5.970218395622268e-05,40
rsi_7,6.564982594128299e-05,2.392365436102422e-05,41
short_turn_score_8,6.035579371157507e-05,1.9391578054456886e-05,42
short_turn_score_13,5.152790729441303e-05,1.6337593847171066e-05,43
green_streak,5.096654077099139e-05,1.3716509634025142e-05,44
gap_pct,4.7885378164091994e-05,5.908318521276139e-05,45
reclaim_from_low_atr_8,4.120365280622096e-05,7.882183125763537e-05,46
macd_signal,3.6231851806056706e-05,0.0005686407547159495,47
short_turn_score_5,3.30537613058679e-05,1.668556119336275e-05,48
reclaim_from_low_atr_5,2.8336089099822993e-05,1.7355729093824542e-05,49
low_range_position_5,2.4094223183612762e-05,2.2365574623335676e-05,50
log_return_1,7.683554831028339e-06,3.3476757943428067e-06,51
body_to_range,5.419620359736754e-06,2.729489524551843e-06,52
close_position_in_range,4.248076730073435e-06,3.351889230237618e-06,53
lower_wick_to_range,2.229393516417488e-06,1.9901317794175445e-06,54
prior_down_context,1.3322676295501878e-16,1.0877919644084146e-16,55
low_range_position_13,-1.8526609049107635e-07,5.906873397734205e-06,56
realized_vol_5,-6.756023030773939e-06,0.00012961343536217849,57
realized_vol_2,-1.0743752217035051e-05,6.7746492048515e-06,58
bollinger_z_20,-1.26402176961804e-05,5.421817868931291e-05,59
log_return_sum_3,-1.4799091808259668e-05,4.479866106843825e-05,60
break_above_prior_high_atr_8,-1.6323608102730703e-05,9.868920610428384e-06,61
stoch_k_14,-1.6530661410496528e-05,2.7696182632821698e-05,62
log_return_sum_2,-1.8238319935992565e-05,2.5894317409749634e-05,63
volume_ratio_20,-2.421154759084665e-05,9.20604068531721e-06,64
volatility_expansion_5_20,-3.282824601664735e-05,4.690548560790418e-05,65
upper_wick_to_range,-4.4366722712907425e-05,2.19643608727848e-05,66
body_pct,-5.226039060948207e-05,3.837139116868999e-05,67
volume_expansion_5_20,-9.713537945241769e-05,3.83875834867025e-05,68
rsi_14,-0.00017392904316426705,5.510243493600537e-05,69
macd_hist,-0.00018934288455982884,0.00022704118204613686,70
realized_vol_3,-0.00020586784157285986,0.0001488293907089053,71
hmm_state_prob_0,-0.00022535663624660972,5.0755692479609534e-05,72
log_return_sum_20,-0.0002632483844342115,0.0006301206263916603,73
atr_pct_change_5,-0.00034090325276507903,0.00028587022102473565,74
bollinger_z_50,-0.00043916022790744245,0.0003756431257999689,75
dist_to_low_atr_50,-0.0005304532371193549,0.0001623750659969035,76
hmm_state,-0.0005354591058850166,0.0008490490705998575,77
hmm_state_prob_2,-0.000583725487912079,0.0006411639682612931,78
log_volume,-0.0005962249594542834,0.0001476514501912306,79
range_compression_20_80,-0.0008202562362378263,0.00019745575559569525,80
dist_to_low_atr_80,-0.0013095121422839417,0.0001852751884386238,81
dist_to_high_atr_80,-0.0014070282242381494,0.0005153197310026444,82
realized_vol_10,-0.0016363105039099324,0.0007069513399253338,83
log_return_sum_10,-0.0018885897974083576,0.0008262260108837073,84
rebound_from_low_80,-0.05018547478218375,0.0028521903238388187,85
