Date,ForecastScore,ReversalProbability,ReturnForecastPct
2026-05-07 09:55:00+03:00,0.24866748185887538,0.24866748185887538,-0.15166272018140858
2026-05-07 10:00:00+03:00,0.25186834134116043,0.25186834134116043,-0.14347448755319173
2026-05-07 10:05:00+03:00,0.2498873643555106,0.2498873643555106,-0.14853385767251992
2026-05-07 10:10:00+03:00,0.23349979358209433,0.23349979358209433,-0.19146429204884055
2026-05-07 10:15:00+03:00,0.23220828825462578,0.23220828825462578,-0.19493458012150117
2026-05-07 10:20:00+03:00,0.2284884689013494,0.2284884689013494,-0.20500575619196507
2026-05-07 10:25:00+03:00,0.22720290029913962,0.22720290029913962,-0.20851312542079228
2026-05-07 10:30:00+03:00,0.22693527473861988,0.22693527473861988,-0.20924503792466415
2026-05-07 10:35:00+03:00,0.22869191327880384,0.22869191327880384,-0.20445198138370985
2026-05-07 10:40:00+03:00,0.23421132147992235,0.23421132147992235,-0.18955811132170544
2026-05-07 10:45:00+03:00,0.2318919252709915,0.2318919252709915,-0.1957867011586468
2026-05-07 10:50:00+03:00,0.23188655364184388,0.23188655364184388,-0.1958011765996859
2026-05-07 10:55:00+03:00,0.24728687076010303,0.24728687076010303,-0.155216248090523
2026-05-07 11:00:00+03:00,0.24412236026958722,0.24412236026958722,-0.16341196007608388
2026-05-07 11:05:00+03:00,0.24412236026958722,0.24412236026958722,-0.16341196007608388
2026-05-07 11:10:00+03:00,0.24690275215965032,0.24690275215965032,-0.15620728931041475
2026-05-07 11:15:00+03:00,0.24872231161615407,0.24872231161615407,-0.15152186807675297
2026-05-07 11:20:00+03:00,0.22642458070895047,0.22642458070895047,-0.21064339732537476
2026-05-07 11:25:00+03:00,0.24866957512815815,0.24866957512815815,-0.1516573424027452
2026-05-07 11:30:00+03:00,0.24801276093942196,0.24801276093942196,-0.15334624058137858
2026-05-07 11:35:00+03:00,0.22972492944227804,0.22972492944227804,-0.20164544681606736
2026-05-07 11:40:00+03:00,0.22972492944227804,0.22972492944227804,-0.20164544681606736
2026-05-07 11:45:00+03:00,0.22910289569955836,0.22910289569955836,-0.20333434499470077
2026-05-07 11:50:00+03:00,0.22910289569955836,0.22910289569955836,-0.20333434499470077
2026-05-07 11:55:00+03:00,0.24567570261970795,0.24567570261970795,-0.15938009070026324
2026-05-07 12:00:00+03:00,0.24739582788978637,0.24739582788978637,-0.15493532262804616
2026-05-07 12:05:00+03:00,0.24567570261970795,0.24567570261970795,-0.15938009070026324
2026-05-07 12:10:00+03:00,0.2460881145968158,0.2460881145968158,-0.15831252246801322
2026-05-07 12:15:00+03:00,0.24552793093650685,0.24552793093650685,-0.1597629059676376
2026-05-07 12:20:00+03:00,0.24715547718649003,0.24715547718649003,-0.15555513227552165
2026-05-07 12:25:00+03:00,0.24056200637575706,0.24056200637575706,-0.17271933876832693
2026-05-07 12:30:00+03:00,0.22961132101264262,0.22961132101264262,-0.2019536677971192
2026-05-07 12:35:00+03:00,0.22793812811313488,0.22793812811313488,-0.20650552341272022
2026-05-07 12:40:00+03:00,0.2288094615307891,0.2288094615307891,-0.20413217346468604
2026-05-07 12:45:00+03:00,0.2271356156633153,0.2271356156633153,-0.20869708067136636
2026-05-07 12:50:00+03:00,0.22925282435960068,0.22925282435960068,-0.20292697591662034
2026-05-07 12:55:00+03:00,0.22819210883589067,0.22819210883589067,-0.20581306852390543
2026-05-07 13:00:00+03:00,0.22997280179018703,0.22997280179018703,-0.20097333734076817
2026-05-07 13:05:00+03:00,0.22536582780647718,0.22536582780647718,-0.2135495518592316
2026-05-07 13:10:00+03:00,0.2289129511401646,0.2289129511401646,-0.20385070985865247
2026-05-07 13:15:00+03:00,0.22609771012194216,0.22609771012194216,-0.21153959073041023
2026-05-07 13:20:00+03:00,0.22834949844016095,0.22834949844016095,-0.20538423277052245
2026-05-07 13:25:00+03:00,0.2291550281087573,0.2291550281087573,-0.20319267551187634
2026-05-07 13:30:00+03:00,0.2391168520243211,0.2391168520243211,-0.17652403135690542
2026-05-07 13:35:00+03:00,0.33361170895217485,0.33361170895217485,0.04697399467487032
2026-05-07 13:40:00+03:00,0.23924301762488592,0.23924301762488592,-0.1761912457806411
2026-05-07 13:45:00+03:00,0.23355688705498556,0.23355688705498556,-0.1913111900019574
2026-05-07 13:50:00+03:00,0.24033716448864037,0.24033716448864037,-0.17331025624841598
2026-05-07 13:55:00+03:00,0.22720223191142616,0.22720223191142616,-0.20851495259427097
2026-05-07 14:00:00+03:00,0.23313188079983274,0.23313188079983274,-0.19245151322960502
2026-05-07 14:05:00+03:00,0.23160520830710246,0.23160520830710246,-0.19655967220243525
2026-05-07 14:10:00+03:00,0.23404445313134162,0.23404445313134162,-0.19000478957433364
2026-05-07 14:15:00+03:00,0.23399526759600614,0.23399526759600614,-0.19013649310180603
2026-05-07 14:20:00+03:00,0.22289568007392227,0.22289568007392227,-0.22036770355590324
2026-05-07 14:25:00+03:00,0.21859946168956895,0.21859946168956895,-0.23235588769498097
2026-05-07 14:30:00+03:00,0.20859670184603343,0.20859670184603343,-0.26094310217952926
2026-05-07 14:35:00+03:00,0.1757729309309397,0.1757729309309397,-0.3626276122533569
2026-05-07 14:40:00+03:00,0.1757729309309397,0.1757729309309397,-0.3626276122533569
2026-05-07 14:45:00+03:00,0.17956296589839874,0.17956296589839874,-0.35017584998748164
2026-05-07 14:50:00+03:00,0.1773707979876986,0.1773707979876986,-0.35735256771508445
2026-05-07 14:55:00+03:00,0.17630711326560514,0.17630711326560514,-0.3608599369439116
2026-05-07 15:00:00+03:00,0.17630711326560514,0.17630711326560514,-0.3608599369439116
2026-05-07 15:05:00+03:00,0.1747221472668696,0.1747221472668696,-0.36611715944558104
2026-05-07 15:10:00+03:00,0.1731320808805288,0.1731320808805288,-0.37142921182509503
2026-05-07 15:15:00+03:00,0.17112628591879378,0.17112628591879378,-0.37818543189963305
2026-05-07 15:20:00+03:00,0.17501982433178606,0.17501982433178606,-0.36512692945879444
2026-05-07 15:25:00+03:00,0.1892335843382319,0.1892335843382319,-0.31930620493913525
2026-05-07 15:30:00+03:00,0.1938041040304831,0.1938041040304831,-0.30513746315450946
2026-05-07 15:35:00+03:00,0.18978569299227513,0.18978569299227513,-0.3175808602271603
2026-05-07 15:40:00+03:00,0.18385272818725912,0.18385272818725912,-0.33632749863837325
2026-05-07 15:45:00+03:00,0.19069977277520353,0.19069977277520353,-0.3147327808638076
