Date,boosting_forecast_score,boosting_return_forecast_pct,ridge_forecast_score,ridge_return_forecast_pct,random_forest_forecast_score,random_forest_return_forecast_pct
2026-05-07 09:55:00+03:00,0.17332186902645663,-0.3707931526410002,0.047563853724657504,-1.0594244633207526,0.24866748185887538,-0.15166272018140858
2026-05-07 10:00:00+03:00,0.2476058106325034,-0.1543941557842158,0.542510718528066,0.460891088586765,0.25186834134116043,-0.14347448755319173
2026-05-07 10:05:00+03:00,0.24384359576331507,-0.16413735855373457,0.5794778060950457,0.5329736064299836,0.2498873643555106,-0.14853385767251992
2026-05-07 10:10:00+03:00,0.17341260125400593,-0.3704892656061209,0.6497335341609837,0.6756442440865673,0.23349979358209433,-0.19146429204884055
2026-05-07 10:15:00+03:00,0.15110461449001744,-0.4493664464856982,0.4183825276849858,0.22095899356148335,0.23220828825462578,-0.19493458012150117
2026-05-07 10:20:00+03:00,0.192155301768912,-0.3102191145983351,0.5930924453370677,0.5599173173871753,0.2284884689013494,-0.20500575619196507
2026-05-07 10:25:00+03:00,0.18677127855654493,-0.32704831109821897,0.39350042816787734,0.17142182485561763,0.22720290029913962,-0.20851312542079228
2026-05-07 10:30:00+03:00,0.15920403914475326,-0.4197026326526009,0.38166847239090257,0.14749417166334647,0.22693527473861988,-0.20924503792466415
2026-05-07 10:35:00+03:00,0.2201908981921118,-0.22789560123028302,0.6608355989137952,0.6992366102641313,0.22869191327880384,-0.20445198138370985
2026-05-07 10:40:00+03:00,0.2211349842197157,-0.22526055890274851,0.7212293771074963,0.8353360928016674,0.23421132147992235,-0.18955811132170544
2026-05-07 10:45:00+03:00,0.22851431683132115,-0.20493537898954417,0.5604925256071158,0.4957894663607182,0.2318919252709915,-0.1957867011586468
2026-05-07 10:50:00+03:00,0.19934369358486667,-0.2883006667716475,0.5622066333364144,0.4991307769587715,0.23188655364184388,-0.1958011765996859
2026-05-07 10:55:00+03:00,0.24210911267771662,-0.168663501682601,0.5313820714687039,0.43940641197806596,0.24728687076010303,-0.155216248090523
2026-05-07 11:00:00+03:00,0.24355033428338016,-0.16490108763416647,0.48939440919194616,0.3587097841056788,0.24412236026958722,-0.16341196007608388
2026-05-07 11:05:00+03:00,0.22695261826896448,-0.20919758771400176,0.6788731275146057,0.7383929747666895,0.24412236026958722,-0.16341196007608388
2026-05-07 11:10:00+03:00,0.23042122345822783,-0.19975872510625936,0.5579073766467516,0.4907555258428944,0.24690275215965032,-0.15620728931041475
2026-05-07 11:15:00+03:00,0.27646611974423435,-0.08270160168896169,0.6888095437629005,0.7604540376444184,0.24872231161615407,-0.15152186807675297
2026-05-07 11:20:00+03:00,0.28908026258339037,-0.05284447186962146,0.6670325193801524,0.7125677086078348,0.22642458070895047,-0.21064339732537476
2026-05-07 11:25:00+03:00,0.29725819749176635,-0.033900921728319704,0.5333693799102814,0.4432380175593448,0.24866957512815815,-0.1516573424027452
2026-05-07 11:30:00+03:00,0.22996636150061375,-0.20099079384776278,0.5627677709179193,0.5002252277175208,0.24801276093942196,-0.15334624058137858
2026-05-07 11:35:00+03:00,0.26497325532225563,-0.11064596335740515,0.6556554292718879,0.6881836573916573,0.22972492944227804,-0.20164544681606736
2026-05-07 11:40:00+03:00,0.24240199746935978,-0.1678976748388756,0.5167223035213762,0.4111930444298424,0.22972492944227804,-0.20164544681606736
