Sembol Sayısı,İndirilemeyen Sembol,Toplam Giriş Sinyali,Toplam Tamamlanan W,Toplam Ücret TL,Ortalama Sembol Win Rate %,Başlangıç Sermayesi,Bitiş Özsermayesi,Net Kâr,Toplam Getiri %,CAGR %,Maksimum Drawdown %,Sharpe,Sortino,Calmar,En Düşük Özsermaye,Likidasyon Riski,Drawdown Süresi (mum),Kapalı İşlem,Kazanan İşlem,Kaybeden İşlem,Win Rate %,Profit Factor,Expectancy TL,Toplam Trade PnL,Ortalama Kazanç TL,Ortalama Kayıp TL,Payoff Ratio,En İyi İşlem TL,En Kötü İşlem TL,Ortalama İşlem Getirisi (Teminat) %,En İyi İşlem Getirisi (Teminat) %,En Kötü İşlem Getirisi (Teminat) %,Maks. Ardışık Kazanç,Maks. Ardışık Kayıp
10,0,8,9,8002.922445365289,16.666666666666664,1000000.0,965590.2863036348,-34409.713696365245,-3.440971369636525,-14.249729179722802,-3.489432161897843,-3.0158980550188463,-1.2545830637834614,-4.083681389573889,965590.2863036348,False,4288,8,2,6,25.0,0.3004957693820357,-4301.214212045648,-34409.71369636519,7390.929846321421,-8198.595564834672,0.9014873081461071,10210.897042552162,-10951.281955397013,-0.43012142120456487,1.021089704255216,-1.0951281955397014,1,3
