EntryBarIdx,EntryDate,EntryPrice,ReversalProbability,SignalThreshold,TargetPrice,StopPrice,RiskReward,OutcomeKnown,OutcomeLabel,HitBarIdx,HitDate,HitType,SwitchKind,SwitchTurnBarIdx,SwitchTurnDate,SwitchConfirmBarIdx,SwitchConfirmDate,BarsFromSwitchTurn,ShapeHint,TopDrivers
0,2026-05-07 09:55:00+03:00,311.75,0.1710948980786978,0.1710948980786978,311.75,311.75,0.0,False,,,,,,,,,,,ML Bullish Reversal,hmm_state_prob_2=1.002e-102 z=-0.02
49,2026-05-07 14:00:00+03:00,312.5,0.1710948980786978,0.1710948980786978,313.5357142857143,311.87857142857143,1.6666666666666667,True,0.0,59.0,2026-05-07 14:50:00+03:00,stop,,,,,,,ML Double Bottom-like,obv_slope_20=-2.359 z=-2.66 | slope_pct_20=-0.01768 z=-0.48 | realized_vol_40=0.001166 z=-0.32 | atr_pct_change_5=0.07064 z=0.33 | hmm_state_prob_2=3.24e-10 z=-0.02 | drawdown_from_high_50=0.8723 z=0.30
104,2026-05-08 10:30:00+03:00,307.5,0.8223136498747551,0.1710948980786978,310.10714285714283,305.9357142857143,1.6666666666666787,True,1.0,123.0,2026-05-08 12:05:00+03:00,target,valley,103.0,2026-05-08 10:25:00+03:00,105.0,2026-05-08 10:35:00+03:00,1.0,ML Bullish Reversal,hmm_state_prob_2=1 z=88454.68 | obv_slope_20=-11.9 z=-13.44 | log_return_sum_10=-0.01693 z=-4.12 | slope_pct_20=-0.1371 z=-4.24 | realized_vol_40=0.00261 z=1.39 | slope_pct_80=-0.005761 z=-0.27
163,2026-05-08 15:25:00+03:00,311.0,0.1710948980786978,0.1710948980786978,312.10714285714283,310.3357142857143,1.666666666666638,True,0.0,168.0,2026-05-08 15:50:00+03:00,target,,,,,,,ML Bullish Reversal,hmm_state_prob_2=7.554e-05 z=6.66 | log_return_sum_10=0.002414 z=0.59 | obv_slope_20=-0.7256 z=-0.81 | slope_pct_80=-0.006808 z=-0.34 | atr_pct_change_5=-0.1642 z=-0.76 | realized_vol_40=0.00121 z=-0.26
194,2026-05-11 09:55:00+03:00,308.25,0.735298667085176,0.1710948980786978,310.2857142857143,307.0285714285714,1.6666666666666357,True,0.0,,,,,,,,,,ML Double Bottom-like,hmm_state_prob_2=0.9997 z=88431.68 | log_return_sum_10=-0.01449 z=-3.52 | slope_pct_20=-0.07037 z=-2.14 | obv_slope_20=-1.625 z=-1.83 | slope_pct_80=0.01307 z=1.00 | realized_vol_40=0.001995 z=0.67
227,2026-05-11 12:40:00+03:00,309.0,0.1710948980786978,0.1710948980786978,310.0,308.4,1.6666666666666035,True,0.0,231.0,2026-05-11 13:00:00+03:00,stop,,,,,,,ML Double Bottom-like,slope_pct_80=-0.01524 z=-0.91 | log_return_sum_10=0.0008094 z=0.20 | obv_slope_20=0.2114 z=0.25 | realized_vol_40=0.001713 z=0.33 | atr_pct_change_5=-0.1264 z=-0.59 | drawdown_from_high_50=1.827 z=1.85
265,2026-05-11 15:50:00+03:00,306.25,0.8050559030055654,0.1710948980786978,307.17857142857144,305.6928571428571,1.6666666666666328,True,1.0,266.0,2026-05-11 15:55:00+03:00,target,valley,265.0,2026-05-11 15:50:00+03:00,266.0,2026-05-11 15:55:00+03:00,0.0,ML Double Bottom-like,hmm_state_prob_2=0.5817 z=51457.47 | log_return_sum_10=-0.006509 z=-1.58 | obv_slope_20=-0.5524 z=-0.61 | slope_pct_80=-0.007419 z=-0.38 | atr_pct_change_5=0.3774 z=1.75 | volume_ratio_20=5.92 z=5.74
302,2026-05-12 10:50:00+03:00,309.25,0.1710948980786978,0.1710948980786978,310.75,308.35,1.6666666666667087,True,0.0,316.0,2026-05-12 12:00:00+03:00,stop,,,,,,,ML Double Bottom-like,log_return_sum_10=0.005675 z=1.38 | obv_slope_20=0.9523 z=1.09 | slope_pct_20=0.02328 z=0.81 | atr_pct_change_5=0.3083 z=1.43 | hmm_state_prob_2=1.313e-06 z=0.10 | realized_vol_40=0.001591 z=0.19
333,2026-05-12 13:25:00+03:00,308.0,0.1710948980786978,0.1710948980786978,308.85714285714283,307.48571428571427,1.6666666666665562,True,0.0,338.0,2026-05-12 13:50:00+03:00,stop,,,,,,,ML Double Bottom-like,obv_slope_20=-1.847 z=-2.08 | log_return_sum_10=0.000812 z=0.20 | slope_pct_20=-0.01294 z=-0.33 | realized_vol_40=0.001109 z=-0.39 | slope_pct_80=0.0003568 z=0.14 | hmm_state_prob_2=6.243e-11 z=-0.02
382,2026-05-12 17:30:00+03:00,307.5,0.1710948980786978,0.1710948980786978,308.25,307.05,1.6666666666667087,True,0.0,384.0,2026-05-12 17:40:00+03:00,stop,,,,,,,ML Bullish Reversal,obv_slope_20=-3.383 z=-3.82 | realized_vol_40=0.0008302 z=-0.72 | log_return_sum_10=0.0008133 z=0.20 | slope_pct_80=-0.004823 z=-0.21 | atr_pct_change_5=-0.16 z=-0.74 | slope_pct_20=-0.005685 z=-0.10
429,2026-05-13 13:20:00+03:00,307.75,0.1710948980786978,0.1710948980786978,308.67857142857144,307.1928571428571,1.6666666666666328,True,0.0,437.0,2026-05-13 14:00:00+03:00,stop,,,,,,,ML Bullish Reversal,obv_slope_20=3.81 z=4.32 | log_return_sum_10=0.003255 z=0.79 | slope_pct_20=0.02486 z=0.86 | realized_vol_40=0.001166 z=-0.32 | atr_pct_change_5=0.1304 z=0.61 | slope_pct_80=-0.002545 z=-0.05
467,2026-05-13 16:30:00+03:00,306.25,0.1710948980786978,0.1710948980786978,307.35714285714283,305.5857142857143,1.666666666666638,True,0.0,474.0,2026-05-13 17:05:00+03:00,stop,,,,,,,ML Double Bottom-like,obv_slope_20=-2.168 z=-2.44 | log_return_sum_10=0.001634 z=0.40 | slope_pct_80=-0.007715 z=-0.40 | realized_vol_40=0.001042 z=-0.46 | atr_pct_change_5=-0.08749 z=-0.41 | slope_pct_20=-0.004972 z=-0.08
504,2026-05-14 11:30:00+03:00,306.75,0.1710948980786978,0.1710948980786978,307.89285714285717,306.0642857142857,1.666666666666639,True,0.0,517.0,2026-05-14 12:35:00+03:00,stop,,,,,,,ML Bullish Reversal,slope_pct_80=-0.006554 z=-0.32 | log_return_sum_10=-0.0008147 z=-0.20 | obv_slope_20=0.2471 z=0.29 | atr_pct_change_5=-0.2214 z=-1.03 | slope_pct_20=-0.006802 z=-0.14 | drawdown_from_high_50=0.2439 z=-0.72
536,2026-05-14 14:10:00+03:00,308.0,0.1710948980786978,0.1710948980786978,309.14285714285717,307.3142857142857,1.666666666666639,True,0.0,539.0,2026-05-14 14:25:00+03:00,stop,,,,,,,ML Bullish Reversal,obv_slope_20=29.95 z=33.88 | slope_pct_20=0.03448 z=1.16 | slope_pct_80=0.007359 z=0.61 | realized_vol_40=0.0008362 z=-0.71 | drawdown_from_high_50=0.1621 z=-0.85 | hmm_state_prob_2=2.306e-10 z=-0.02
