state,train_count,mean_return,mean_vol,mean_drawdown
0,1116,-6.387054069843795e-05,0.0018567988965031447,1.0029490266434122
1,1468,-5.99589164066369e-05,0.0009116472474289752,1.0483784585861862
2,479,0.00043500905675841934,0.003932355936491261,2.0405067844197236
3,783,2.7286295689980306e-05,0.0011980773700342468,0.5775627808022678
