model,test_average_precision,test_roc_auc,test_brier,test_balanced_accuracy_050,test_precision_050,test_recall_050,test_positive_rate,test_accuracy_050,cv_average_precision,cv_roc_auc
boosting,0.07407407407407407,0.9808743169398908,0.03582608940754497,0.49843871975019516,0.0,0.0,0.001558846453624318,0.995323460639127,0.06516923839134028,0.7112212084444088
logistic,0.016073829605182742,0.9301327088212334,0.03144165144827819,0.48243559718969553,0.0,0.0,0.001558846453624318,0.9633671083398285,0.18208181461979558,0.9642225566484832
random_forest,0.06926406926406926,0.9843871975019516,0.036453934904083544,0.9734582357533177,0.02857142857142857,1.0,0.001558846453624318,0.9469992205767732,0.3383898559938458,0.9858650213357442
