Model,StartBarIdx,EndBarIdx,PeakBarIdx,ProbabilityPeakBarIdx,TurnBarIdx,SwitchKind,StartDate,EndDate,PeakDate,ProbabilityPeakDate,TurnDate,Bars,SupportLow,ResistanceHigh,BoxLow,BoxHigh,EntryBarIdx,EntryDate,EntryPrice,TargetPrice,StopPrice,RiskReward,ProbabilityMean,ProbabilityMax,ProbabilityConfidenceLow,ProbabilityConfidenceHigh,SignalThreshold,VolumeZMax,VolumeRatioMax,VolatilityExpansionMean,VolatilityCompressionMean,RangeCompressionMean,PriorDownContextRatio,IntervalScore,OutcomeKnown,OutcomeLabel,HitBarIdx,HitDate,HitType,ShapeHint,TopDrivers
boosting,98,114,104,104,103,valley,2026-05-08 10:00:00+03:00,2026-05-08 11:20:00+03:00,2026-05-08 10:30:00+03:00,2026-05-08 10:30:00+03:00,2026-05-08 10:25:00+03:00,17,306.75,310.0,306.33125,310.41875,114,2026-05-08 11:20:00+03:00,309.25,311.64285714285717,307.8142857142857,1.6666666666666534,0.4314914607482778,0.8223136498747551,0.3572663791595957,0.50571654233696,0.1710948980786978,0.682697908583558,3.19068918979448,0.8218587954984988,1.7125278503146502,0.963185590431727,0.4117647058823529,0.5319533008115728,True,1.0,123.0,2026-05-08 12:05:00+03:00,target,ML Bullish Reversal,hmm_state_prob_2=1 z=88454.68 | obv_slope_20=-11.9 z=-13.44 | log_return_sum_10=-0.01693 z=-4.12 | slope_pct_20=-0.1371 z=-4.24 | realized_vol_40=0.00261 z=1.39 | slope_pct_80=-0.005761 z=-0.27
boosting,260,275,265,265,265,valley,2026-05-11 15:25:00+03:00,2026-05-11 16:40:00+03:00,2026-05-11 15:50:00+03:00,2026-05-11 15:50:00+03:00,2026-05-11 15:50:00+03:00,16,306.25,308.75,306.06953125,308.93046875,275,2026-05-11 16:40:00+03:00,308.5,309.53125,307.88125,1.6666666666667278,0.21071746088662702,0.8050559030055654,0.1710948980786978,0.2503400236945562,0.1710948980786978,2.074255304779288,5.920133802253744,1.117512653943233,0.8945775774114648,0.4182548789463323,0.125,0.46234545491514295,True,1.0,266.0,2026-05-11 15:55:00+03:00,target,ML Double Bottom-like,hmm_state_prob_2=0.5817 z=51457.47 | log_return_sum_10=-0.006509 z=-1.58 | obv_slope_20=-0.5524 z=-0.61 | slope_pct_80=-0.007419 z=-0.38 | atr_pct_change_5=0.3774 z=1.75 | volume_ratio_20=5.92 z=5.74
boosting,585,600,587,587,590,valley,2026-05-15 10:10:00+03:00,2026-05-15 11:25:00+03:00,2026-05-15 10:20:00+03:00,2026-05-15 10:20:00+03:00,2026-05-15 10:35:00+03:00,16,299.75,303.5,299.484765625,303.765234375,600,2026-05-15 11:25:00+03:00,300.25,301.765625,299.340625,1.6666666666666459,0.2065162503026134,0.3781693686832491,0.18459737595563303,0.22843512464959376,0.1710948980786978,0.5744193644012748,2.2267510745684183,0.5186672812634349,1.4897013058837563,0.7097303996524895,0.875,0.37264030576842233,True,0.0,589.0,2026-05-15 10:30:00+03:00,stop,ML Bullish Reversal,hmm_state_prob_2=5.971e-05 z=5.26 | log_return_sum_10=-0.01315 z=-3.20 | slope_pct_20=-0.06095 z=-1.84 | slope_pct_80=-0.01098 z=-0.62 | obv_slope_20=-0.3586 z=-0.39 | realized_vol_40=0.001679 z=0.29
boosting,644,665,655,655,649,valley,2026-05-15 15:05:00+03:00,2026-05-15 16:50:00+03:00,2026-05-15 16:00:00+03:00,2026-05-15 16:00:00+03:00,2026-05-15 15:30:00+03:00,22,298.5,300.75,298.36789772727275,300.88210227272725,665,2026-05-15 16:50:00+03:00,299.5,300.25487012987014,299.0470779220779,1.6666666666666248,0.17109489807869777,0.1710948980786978,0.17109489807869777,0.17109489807869777,0.1710948980786978,1.7418798973217458,3.5549097712872886,0.9618843499316457,0.6007035843688354,0.22559628628645248,0.36363636363636365,0.2483474460238772,True,0.0,657.0,2026-05-15 16:10:00+03:00,stop,ML Double Bottom-like,slope_pct_80=-0.01549 z=-0.93 | obv_slope_20=-0.6306 z=-0.70 | realized_vol_40=0.0007534 z=-0.81 | log_return_sum_10=0.000833 z=0.20 | slope_pct_20=-0.006886 z=-0.14 | atr_pct_change_5=-0.05 z=-0.23
boosting,771,788,778,778,776,valley,2026-05-18 17:35:00+03:00,2026-05-20 10:55:00+03:00,2026-05-20 10:05:00+03:00,2026-05-20 10:05:00+03:00,2026-05-20 09:55:00+03:00,18,292.0,297.0,291.61875,297.38125,788,2026-05-20 10:55:00+03:00,295.0,297.17857142857144,293.6928571428571,1.666666666666652,0.38531964070811764,0.8223136498747551,0.31797699492256154,0.45266228649367374,0.1710948980786978,2.9237927042994363,4.696095017318126,1.0296038363872626,1.3541626258375898,0.7844393900025497,0.5555555555555556,0.5801342154384561,True,1.0,791.0,2026-05-20 11:10:00+03:00,target,ML Double Bottom-like,hmm_state_prob_2=1 z=88454.66 | log_return_sum_10=-0.01354 z=-3.29 | slope_pct_20=-0.108 z=-3.33 | obv_slope_20=-2.912 z=-3.28 | realized_vol_40=0.002809 z=1.63 | drawdown_from_high_50=2.492 z=2.93
boosting,879,894,881,881,884,valley,2026-05-21 10:25:00+03:00,2026-05-21 11:40:00+03:00,2026-05-21 10:35:00+03:00,2026-05-21 10:35:00+03:00,2026-05-21 10:50:00+03:00,16,286.0,291.25,285.534375,291.715625,894,2026-05-21 11:40:00+03:00,288.25,290.9107142857143,286.6535714285714,1.666666666666643,0.20851517841172967,0.5601524335053543,0.18088135600822666,0.23614900081523268,0.1710948980786978,0.5071557909431407,2.0744615177193286,0.6477720653754633,1.3892085458018137,0.8729046025771214,0.9375,0.4498461732044626,True,0.0,884.0,2026-05-21 10:50:00+03:00,stop,ML Bullish Reversal,hmm_state_prob_2=1 z=88454.68 | log_return_sum_10=-0.02822 z=-6.86 | slope_pct_20=-0.09638 z=-2.96 | obv_slope_20=-1.999 z=-2.25 | realized_vol_40=0.003598 z=2.56 | slope_pct_80=-0.01594 z=-0.96
boosting,962,977,963,963,967,valley,2026-05-21 17:25:00+03:00,2026-05-22 10:50:00+03:00,2026-05-21 17:30:00+03:00,2026-05-21 17:30:00+03:00,2026-05-22 10:00:00+03:00,16,271.5,283.75,270.5265625,284.7234375,977,2026-05-22 10:50:00+03:00,281.5,287.0625,278.1625,1.666666666666678,0.1865428642217471,0.3641174388527678,0.17007306996179625,0.20301265848169794,0.1710948980786978,2.5933704606844006,5.241065672674555,1.226026133646103,1.8124926296388186,0.7596319446547044,0.375,0.33622653803112523,True,0.0,964.0,2026-05-21 17:35:00+03:00,stop,ML Bullish Reversal,hmm_state_prob_2=1 z=88454.68 | log_return_sum_10=-0.02401 z=-5.84 | slope_pct_20=-0.1077 z=-3.32 | slope_pct_80=-0.02787 z=-1.76 | obv_slope_20=-1.046 z=-1.17 | atr_pct_change_5=0.7259 z=3.38
boosting,1266,1283,1273,1273,1271,valley,2026-06-01 16:05:00+03:00,2026-06-01 17:30:00+03:00,2026-06-01 16:40:00+03:00,2026-06-01 16:40:00+03:00,2026-06-01 16:30:00+03:00,18,291.0,298.25,290.63159722222224,298.61840277777776,1283,2026-06-01 17:30:00+03:00,291.5,293.60515873015873,290.2369047619048,1.6666666666666967,0.44344941806284766,0.8223136498747551,0.3738834025022599,0.5130154336234355,0.1710948980786978,1.904661445255125,4.39631543361424,1.092965023702176,1.5001611900705714,0.7477097228294929,0.7777777777777778,0.6195636985777679,True,1.0,1289.0,2026-06-02 09:55:00+03:00,target,ML Bullish Reversal,hmm_state_prob_2=1 z=88454.68 | log_return_sum_10=-0.02034 z=-4.95 | slope_pct_20=-0.09907 z=-3.04 | obv_slope_20=-1.217 z=-1.36 | atr_pct_change_5=0.938 z=4.36 | slope_pct_80=-0.01246 z=-0.72
boosting,1321,1348,1338,1338,1326,valley,2026-06-02 12:35:00+03:00,2026-06-02 14:50:00+03:00,2026-06-02 14:00:00+03:00,2026-06-02 14:00:00+03:00,2026-06-02 13:00:00+03:00,28,296.25,298.25,296.0933035714286,298.4066964285714,1348,2026-06-02 14:50:00+03:00,297.5,298.3954081632653,296.96275510204083,1.666666666666702,0.17109489807869777,0.1710948980786978,0.17109489807869777,0.17109489807869777,0.1710948980786978,2.462433283127309,7.67990284924023,0.8830602980705416,0.35294852295654305,0.20873714121463902,0.0,0.21437951956259718,True,0.0,1339.0,2026-06-02 14:05:00+03:00,stop,ML Bullish Reversal,log_return_sum_10=0.005051 z=1.23 | obv_slope_20=1.198 z=1.37 | slope_pct_80=0.01202 z=0.93 | slope_pct_20=0.01181 z=0.45 | realized_vol_40=0.001173 z=-0.31 | volume_ratio_20=3.182 z=2.70
boosting,2147,2163,2153,2153,2152,valley,2026-06-12 16:45:00+03:00,2026-06-15 10:00:00+03:00,2026-06-12 17:15:00+03:00,2026-06-12 17:15:00+03:00,2026-06-12 17:10:00+03:00,17,303.25,329.5,302.68529411764706,330.06470588235294,2163,2026-06-15 10:00:00+03:00,325.25,328.4768907563025,323.3138655462185,1.6666666666666667,0.4508384565610274,0.8223136498747551,0.38002119536575407,0.5216557177563007,0.1710948980786978,1.836171786656017,5.52333959133198,1.0899392548871407,1.4104499780525157,0.7630887789506381,0.4117647058823529,0.5652932467664745,True,1.0,2160.0,2026-06-12 17:50:00+03:00,target,ML Double Bottom-like,hmm_state_prob_2=1 z=88454.68 | log_return_sum_10=-0.01388 z=-3.38 | slope_pct_20=-0.1137 z=-3.50 | obv_slope_20=-1.894 z=-2.13 | realized_vol_40=0.00265 z=1.44 | slope_pct_80=-0.003786 z=-0.14
