feature,importance_mean,importance_std,rank
range_pct_80,0.0728976806288741,0.007708787135509027,1
slope_pct_50,0.034774901162886486,0.005020116370200922,2
drawdown_from_high_80,0.02871284081408405,0.003375700443024185,3
volatility_compression_20_80,0.027366868251518395,0.0027762164945185153,4
log_return_sum_80,0.02313792679761355,0.0017780901144028628,5
realized_vol_20,0.020241494124080606,0.005117469217952359,6
log_return_sum_40,0.01576524277800122,0.0029768934438439264,7
range_pct_50,0.01448500719911805,0.0010974534979388783,8
realized_vol_80,0.008647694134708294,0.007384004985976577,9
atr_pct,0.008568926205595951,0.003818237207684515,10
slope_pct_20,0.006821949322586329,0.005677455882486417,11
hmm_state_prob_1,0.004781713443138802,0.0031208281033325708,12
bollinger_z_80,0.004490057805774139,0.001290141002611769,13
rebound_from_low_50,0.003804464783666095,0.00011009881921712671,14
slope_pct_80,0.003548662242725165,0.0013426790982876673,15
hmm_state_prob_3,0.0033032210466218182,0.0005683347272271043,16
realized_vol_40,0.0031717282646067215,0.0011069526196794252,17
atr,0.002862213410132974,0.00047530817963731855,18
drawdown_from_high_50,0.0021305707723293875,0.0007148381445712172,19
dist_to_high_atr_50,0.0021238802296793093,0.0018225614603598896,20
macd_line,0.0007972171385918659,0.0005143842672432474,21
break_above_prior_high_atr_21,0.0007869969377549468,0.0001836156206960653,22
dist_to_high_atr_20,0.0006985662461009845,0.00016272178121601747,23
rebound_from_low_20,0.0005627595182246426,0.00035915153791129037,24
obv_slope_20,0.0005368340602010635,0.0003558460114011507,25
volume_z_20,0.00038199605411923796,0.0004691913969638072,26
down_volume_share_20,0.0003214505769268294,0.00017241384596576665,27
stoch_d_3,0.0002899046920480819,0.000247888618286755,28
low_range_position_8,0.00027538374417628296,0.0001060820069222207,29
break_above_prior_high_atr_13,0.0002692836002923249,0.00019091897227562973,30
log_return_sum_5,0.0002517379361918648,6.285007100507088e-05,31
up_volume_share_20,0.00022377064375036503,8.431107879593455e-05,32
macd_signal,0.00020557635624540715,0.0005640315249797669,33
range_pct_20,0.00017681225257351051,0.0002832469729111191,34
low_range_position_21,0.00015929492740258678,5.083295668915283e-05,35
dist_to_low_atr_20,0.0001516427429634426,6.756369714059185e-05,36
reclaim_from_low_atr_21,0.00013826055137078352,2.790738113428798e-05,37
short_turn_score_21,0.0001296601786438645,3.32247511122817e-05,38
drawdown_from_high_20,0.00011985111287013961,0.00017607838503240782,39
reclaim_from_low_atr_8,0.0001145572642377024,8.856444717666472e-05,40
reclaim_from_low_atr_13,0.00011193770780397738,4.332689057679397e-05,41
break_above_prior_high_atr_5,6.236969501363098e-05,3.309644300178359e-05,42
short_turn_score_8,5.8834864155432595e-05,1.784808982838552e-05,43
short_turn_score_13,5.212479610217091e-05,1.3854235528251148e-05,44
green_streak,4.884242558202967e-05,1.4384563978912272e-05,45
reclaim_from_low_atr_5,3.2637510044963844e-05,1.4354166582772538e-05,46
gap_pct,3.080984330121606e-05,3.726540606941569e-05,47
short_turn_score_5,3.0806399663951825e-05,1.6471033587958507e-05,48
rsi_7,2.9053979076953952e-05,4.457051104540063e-05,49
low_range_position_5,2.10105971191199e-05,1.9960561459044525e-05,50
log_return_1,6.182696840917324e-06,2.466093309846131e-06,51
low_range_position_13,5.926780400078435e-06,7.34606067398196e-06,52
log_return_sum_3,4.125734691950988e-06,3.211682507889053e-05,53
body_to_range,3.978660836323478e-06,2.9323833693089843e-06,54
close_position_in_range,2.881509549679251e-06,2.9678090223549844e-06,55
lower_wick_to_range,2.7845715357077695e-06,4.4027941799457646e-06,56
prior_down_context,6.661338147750939e-17,1.0175362097255204e-16,57
bollinger_z_20,-8.866092168879903e-07,3.465828810821877e-05,58
stoch_k_14,-8.696388128126565e-06,3.1717897700325684e-05,59
realized_vol_2,-1.0519462787006439e-05,5.4328540871075386e-06,60
break_above_prior_high_atr_8,-1.687481465608709e-05,8.976591582316047e-06,61
volume_ratio_20,-2.504511679253252e-05,1.381313200750309e-05,62
log_return_sum_2,-2.694365497004636e-05,2.6242837122387628e-05,63
upper_wick_to_range,-2.9103891063275712e-05,1.590828401462354e-05,64
body_pct,-3.258303047410926e-05,3.3945108223140316e-05,65
realized_vol_5,-5.511686722312614e-05,0.00015533604674306935,66
volatility_expansion_5_20,-5.6478163530893075e-05,4.058011078093902e-05,67
volume_expansion_5_20,-7.833223514988052e-05,4.599433125938313e-05,68
log_return_sum_20,-9.782350362914638e-05,0.0005553528228908985,69
rsi_14,-0.000168927048141132,4.0313017122876886e-05,70
macd_hist,-0.00017354586815172547,0.000244660552531135,71
bollinger_z_50,-0.00020482046590415416,0.00034251197927944474,72
hmm_state_prob_0,-0.00023450391239521196,3.83878605753638e-05,73
realized_vol_3,-0.00026741857172409846,0.00012282157978858258,74
atr_pct_change_5,-0.00029588949120353816,0.0003172264861238182,75
hmm_state,-0.00039608360047866943,0.0005747681582414892,76
hmm_state_prob_2,-0.00046960081140619004,0.00135529795272155,77
dist_to_low_atr_50,-0.0005288926833555196,0.00019838590551109168,78
log_volume,-0.0005556653595159888,0.00016873651335605212,79
range_compression_20_80,-0.0009126043001249195,0.00026329121604638057,80
dist_to_high_atr_80,-0.0012765692513942994,0.0001687579394079039,81
dist_to_low_atr_80,-0.0013191419786817704,0.00012498541814944704,82
log_return_sum_10,-0.0018497533201580652,0.0008228339813277548,83
realized_vol_10,-0.0020085698208529346,0.0007952216852858611,84
rebound_from_low_80,-0.05149755171324975,0.004211348054986704,85
