state,train_count,mean_return,mean_vol,mean_drawdown
0,1585,-4.495694867193753e-05,0.0009087817841398672,1.0057686695228654
1,479,0.00045336784350288195,0.003934445603712703,2.069006985958668
2,1131,-7.460004605244294e-05,0.0018484766284100967,1.0031264565493643
3,654,1.589474917029663e-05,0.0012592025726998522,0.5870855719076046
